relevancia,titulo,anio,revista,idioma,paises,citas,doi,bloque,consulta,fuente_api,url,revisado,pertinente,nota,resumen
4,Removal of direct azo dyes and aromatic amines from aqueous solutions using two β-cyclodextrin-based polymers,2010,Journal of Hazardous Materials,en,,103,10.1016/j.jhazmat.2009.09.093,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.jhazmat.2009.09.093,,,,
4,Heat treatment effects on the characteristics and sonocatalytic performance of TiO2 in the degradation of organic dyes in aqueous solution,2010,Journal of Hazardous Materials,en,,100,10.1016/j.jhazmat.2009.08.060,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.jhazmat.2009.08.060,,,,
4,Two Dimensions of Nutritional Value: Nutri-Score and NOVA,2021,Nutrients,en,ES,97,10.3390/nu13082783,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W3194621753,,,,"Front-of-pack labels can improve the ability of consumers to identify which foods are healthier, making them a useful public health tool. Nutri-Score is a front-of-pack labelling system adopted by several European countries. This system ranks foods according to their nutritional quality, but does not consider other dimensions such as the degree of food processing. The aim of this study is to compare the nutritional quality (as assessed by Nutri-Score) and the ultra-processing (as assessed by the NOVA classification) of foods in the Open Food Facts database. A simple correspondence analysis was carried out to study the relationship between the two systems. Ultra-processed foods (NOVA 4) were found in all Nutri-Score categories, ranging from 26.08% in nutritional category A, 51.48% in category B, 59.09% in category C, 67.39% in category D to up to 83.69% in nutritional category E. Given the negative effect that the consumption of ultra-processed foods has on different aspects of health, front-of-pack labelling with Nutri-Score should at least be accompanied by complementary labelling indicating the level of processing, such as the NOVA classification."
4,Sudan azo dyes and Para Red degradation by prevalent bacteria of the human gastrointestinal tract,2010,Anaerobe,en,,88,10.1016/j.anaerobe.2009.06.007,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.anaerobe.2009.06.007,,,,
4,Highly bright and photostable cyanine dye-doped silica nanoparticles for optical imaging: Photophysical characterization and cell tests,2010,Dyes and Pigments,en,,88,10.1016/j.dyepig.2009.07.004,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.dyepig.2009.07.004,,,,
4,Discriminating nutritional quality of foods using the 5-Color nutrition label in the French food market: consistency with nutritional recommendations,2015,Nutrition Journal,en,FR,86,10.1186/s12937-015-0090-4,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W1759598728,,,,"PURPOSE: Our objectives were to assess the performance of the 5-Colour nutrition label (5-CNL) front-of-pack nutrition label based on the Food Standards Agency nutrient profiling system to discriminate nutritional quality of foods currently on the market in France and its consistency with French nutritional recommendations. METHODS: Nutritional composition of 7777 foods available on the French market collected from the web-based collaborative project Open Food Facts were retrieved. Distribution of products across the 5-CNL categories according to food groups, as arranged in supermarket shelves was assessed. Distribution of similar products from different brands in the 5-CNL categories was also assessed. Discriminating performance was considered as the number of color categories present in each food group. In the case of discrepancies between the category allocation and French nutritional recommendations, adaptations of the original score were proposed. RESULTS: Overall, the distribution of foodstuffs in the 5-CNL categories was consistent with French recommendations: 95.4% of 'Fruits and vegetables', 72.5% of 'Cereals and potatoes' were classified as 'Green' or 'Yellow' whereas 86.0% of 'Sugary snacks' were classified as 'Pink' or 'Red'. Adaptations to the original FSA score computation model were necessary for beverages, added fats and cheese in order to be consistent with French official nutritional recommendations. CONCLUSION: The 5-CNL label displays a high performance in"
4,Towards an “Internet of Food”: Food Ontologies for the Internet of Things,2015,Future Internet,en,"CA,GB,TH,TR",77,10.3390/fi7040372,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W2163068967,,,,"Automated food and drink recognition methods connect to cloud-based lookup databases (e.g., food item barcodes, previously identified food images, or previously classified NIR (Near Infrared) spectra of food and drink items databases) to match and identify a scanned food or drink item, and report the results back to the user. However, these methods remain of limited value if we cannot further reason with the identified food and drink items, ingredients and quantities/portion sizes in a proposed meal in various contexts; i.e., understand from a semantic perspective their types, properties, and interrelationships in the context of a given user’s health condition and preferences. In this paper, we review a number of “food ontologies”, such as the Food Products Ontology/FOODpedia (by Kolchin and Zamula), Open Food Facts (by Gigandet et al.), FoodWiki (Ontology-driven Mobile Safe Food Consumption System by Celik), FOODS-Diabetes Edition (A Food-Oriented Ontology-Driven System by Snae Namahoot and Bruckner), and AGROVOC multilingual agricultural thesaurus (by the UN Food and Agriculture Organization—FAO). These food ontologies, with appropriate modifications (or as a basis, to be added to and further expanded) and together with other relevant non-food ontologies (e.g., about diet-sensitive disease conditions), can supplement the aforementioned lookup databases to enable progression from the mere automated identification of food and drinks in our meals to a more useful application w"
4,Rapid decolorization of azo dyes in aqueous solution by an ultrasound-assisted electrocatalytic oxidation process,2010,Ultrasonics Sonochemistry,en,,67,10.1016/j.ultsonch.2009.10.002,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.ultsonch.2009.10.002,,,,
4,Colour removal of three reactive dyes by UV light exposure after electrochemical treatment,2010,Chemical Engineering Journal,en,,61,10.1016/j.cej.2009.10.006,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.cej.2009.10.006,,,,
4,"The inkjet printing process for Lyocell and cotton fibres. Part 1: The significance of pre-treatment chemicals and their relationship with colour strength, absorbed dye fixation and ink penetration",2010,Dyes and Pigments,en,,60,10.1016/j.dyepig.2009.06.015,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.dyepig.2009.06.015,,,,
4,Selection of indicator bacteria based on screening of 16S rDNA metagenomic library from a two-stage anoxic–oxic bioreactor system degrading azo dyes,2010,Bioresource Technology,en,,50,10.1016/j.biortech.2009.08.006,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.biortech.2009.08.006,,,,
4,Natural pigments: innovative extraction technologies and their potential application in health and food industries,2025,Frontiers in Pharmacology,en,"ID,JP",49,10.3389/fphar.2024.1507108,A_colorantes_mercado_mx,"""food colorants"" ""packaged food""",OpenAlex,https://openalex.org/W4406188705,,,,"Natural pigments, or natural colorants, are frequently utilized in the food industry due to their diverse functional and nutritional attributes. Beyond their color properties, these pigments possess several biological activities, including antioxidant, anti-inflammatory, anticancer, antibacterial, and neuroprotective effects, as well as benefits for eye health. This review aims to provide a timely overview of the potential of natural pigments in the pharmaceutical, medical, and food industries. Special emphasis is placed on emerging technologies for natural pigment extraction (thermal technologies, non-thermal technologies, and supercritical fluid extraction), their pharmacological effects, and their potential application in intelligent food packaging and as food colorants. Natural pigments show several pharmaceutical prospects. For example, delphinidin (30 µM) significantly inhibited the growth of three cancer cell lines (B16-F10, EO771, and RM1) by at least 90% after 48 h. Furthermore, as an antioxidant agent, fucoxanthin at the highest concentration (50 μg/mL) significantly increased the ratio of glutathione to glutathione disulfide ( p < 0.05). In the food industry, natural pigments have been used to improve the nutritional value of food without significantly altering the sensory experience. Moreover, the use of natural pH-sensitive pigments as food freshness indicators in intelligent food packaging is a cutting-edge technological advancement. This innovation could provid"
4,Integration of photocatalysis and membrane distillation for removal of mono- and poly-azo dyes from water,2010,Desalination,en,,48,10.1016/j.desal.2009.06.075,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.desal.2009.06.075,,,,
4,"Anthraquinone-2,6-disulfonate (AQDS) as a catalyst to enhance the reductive decolourisation of the azo dyes Reactive Red 2 and Congo Red under anaerobic conditions",2010,Bioresource Technology,en,,46,10.1016/j.biortech.2009.08.015,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.biortech.2009.08.015,,,,
4,"D–π–A solvatochromic charge transfer dyes containing a 2-cyanomethylene-3-cyano-4,5,5-trimethyl-2,5-dihydrofuran acceptor",2010,Dyes and Pigments,en,,45,10.1016/j.dyepig.2009.07.012,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.dyepig.2009.07.012,,,,
4,An efficient light-harvesting ruthenium dye for solar cell application,2010,Dyes and Pigments,en,,43,10.1016/j.dyepig.2009.06.017,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.dyepig.2009.06.017,,,,
4,Oral nicotine pouches with an aftertaste? Part 1: screening and initial toxicological assessment of flavorings and other ingredients,2023,Archives of Toxicology,en,DE,33,10.1007/s00204-023-03538-9,C_extraccion_desde_ingredientes,"""ingredient list"" ""food additives"" extraction",OpenAlex,https://openalex.org/W4382631874,,,,"Nicotine pouches are oral products that deliver nicotine without containing tobacco. Previous studies mainly focused on the determination of known tobacco toxicants, while yet no untargeted analysis has been published on unknown constituents, possibly contributing to toxicity. Furthermore, additives might enhance product attractiveness. We therefore performed an aroma screening with 48 different nicotine-containing and two nicotine-free pouches using gas chromatography coupled to mass spectrometry, following acidic and basic liquid-liquid extraction. For toxicological assessment of identified substances, European and international classifications for chemical and food safety were consulted. Further, ingredients listed on product packages were counted and grouped by function. Most abundant ingredients comprised sweeteners, aroma substances, humectants, fillers, and acidity regulators. 186 substances were identified. For some substances, acceptable daily intake limits set by European Food Safety Agency (EFSA) and Joint FAO/WHO Expert Committee on Food Additives are likely exceeded by moderate pouch consumption. Eight hazardous substances are classified according to the European CLP regulation. Thirteen substances were not authorized as food flavorings by EFSA, among them impurities such as myosmine and ledol. Three substances were classified by International Agency for Research on Cancer as possibly carcinogenic to humans. The two nicotine-free pouches contain pharmacologically"
4,Dielectric relaxation dynamics in liquid crystal – dye composites,2010,Dyes and Pigments,en,,30,10.1016/j.dyepig.2009.07.005,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.dyepig.2009.07.005,,,,
4,Characterizing Meat- and Milk/Dairy-like Vegetarian Foods and Their Counterparts Based on Nutrient Profiling and Food Labels,2023,Foods,en,ES,27,10.3390/foods12061151,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W4323663272,,,,"Vegetarian foods are plant-based (PB) foods, often perceived as healthier foods than animal-based (AB) foods. The objective of this study was to analyze the nutritional quality of a set of PB foods (meat, milk and dairy products) marketed in Spain, and to compare their nutrient profiles with respect to some AB counterparts. Nutritional information per 100 g or mL, ingredients, and nutritional declarations, as well as the Nutri-Score, NOVA, and Eco-Score of each food were collected from Open Food Facts. Differences in the nutrient compositions between PB foods and their counterparts, and between the different groups of PB foods, were assessed at a 5% significance level. A total of 544 PB foods and 373 AB foods were identified. Overall, PB foods had a higher median content of fiber and carbohydrates, but a lower amount of proteins (except PB “meat” analogues: 14 g) and saturated fats (except PB “cheese alternatives”: 12.5 g), than the AB counterparts (p < 0.05). PB “milk alternatives”, particularly oat “milk”, showed a higher median content of total carbohydrates (8 g) and sugars (5.5 g) compared to cow milks (4.7 g carbohydrates/sugars, on average; p < 0.001). PB “meat alternatives” also had a significantly higher value of carbohydrates (9 g) than AB meats (2 g, on average; p < 0.001). PB foods were mostly classified as Nutri-Score A and B (86%). However, more than half of them were of NOVA groups 3 and 4. Thus, there is a great diversity of PB meat and milk/dairy product alte"
4,Linked open data for halal food products,2019,Journal of King Saud University - Computer and Information Sciences,en,ID,27,10.1016/j.jksuci.2019.04.004,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W2939040658,,,,"The life of a Muslim cannot be separated from the concept of halal in his daily life, especially in food. Indonesia is a country that its major population is Muslim. In Indonesia, Institute For Foods, Drugs, And Cosmetics Indonesian Council Of Ulama as known as LPPOM MUI is an organisation that provides halal food product information. However, lack of information is presented on LPPOM MUI site. Therefore, LODHalal, a Linked Open Data system for halal products is proposed. We introduce a halal vocabulary which extends two food vocabularies. Then, collected data from LPPOM MUI, E-Number, Open Food Facts are transformed to RDF. Also, the RDF data are connected to DBpedia, PubChem and Mesh. We develop a web application and an Android application which provides recommendations on the halal and nutritional status of a food product."
4,Complementarity between the updated version of the front-of-pack nutrition label Nutri-Score and the food-processing NOVA classification,2024,Public Health Nutrition,en,FR,27,10.1017/s1368980024000296,D_calidad_open_food_facts,openfoodfacts,OpenAlex,https://openalex.org/W4391446092,,,,"OBJECTIVE: To compare the initial and the updated versions of the front-of-pack label Nutri-Score (related to the nutritional content) with the NOVA classification (related to the degree of food processing) at the food level. DESIGN: Using the OpenFoodFacts database - 129,950 food products - we assessed the complementarity between the Nutri-Score (initial and updated) with the NOVA classification through a correspondence analysis. Contingency tables between the two classification systems were used. SETTINGS: The food offer in France. PARTICIPANTS: Not applicable. RESULTS: With both versions (i.e. initial and updated) of the Nutri-Score, the majority of ultra-processed products received medium to poor Nutri-Score ratings (between 77·9 % and 87·5 % of ultra-processed products depending on the version of the algorithm). Overall, the update of the Nutri-Score algorithm led to a reduction in the number of products rated A and B and an increase in the number of products rated D or E for all NOVA categories, with unprocessed foods being the least impacted (-3·8 percentage points (-5·2 %) rated A or B and +1·3 percentage points (+12·9 %) rated D or E) and ultra-processed foods the most impacted (-9·8 percentage points (-43·4 %) rated A or B and +7·8 percentage points (+14·1 %) rated D or E). Among ultra-processed foods rated favourably with the initial Nutri-Score, artificially sweetened beverages, sweetened plant-based drinks and bread products were the most penalised categories by "
4,A study of interaction of cationic dyes with anionic polyelectrolytes,2010,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,en,,25,10.1016/j.saa.2009.08.032,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.saa.2009.08.032,,,,
4,Perylene dye photodegradation due to ketones and singlet oxygen,2010,Dyes and Pigments,en,,23,10.1016/j.dyepig.2009.06.012,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.dyepig.2009.06.012,,,,
4,Photoinduced cleaning of water-soluble dyes on patterned superhydrophilic/superhydrophobic substrates,2010,Nanoscale,en,,21,10.1039/b9nr00055k,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1039/b9nr00055k,,,,
4,Aditivos fitogênicos e butirato de sódio como promotores de crescimento de leitões desmamados,2011,Archivos de Zootecnia,en,,16,10.4321/s0004-05922011000300056,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.4321/s0004-05922011000300056,,,,
4,"Electrochemical studies on the binding of a carcinogenic anthraquinone dye, Purpurin (C.I. 58 205) with DNA",2010,Dyes and Pigments,en,,15,10.1016/j.dyepig.2009.09.004,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.dyepig.2009.09.004,,,,
4,Hybrid solar cells using nanorod zinc oxide electrodes and perylene monoimide–monoanhydride dyes,2010,Current Applied Physics,en,,15,10.1016/j.cap.2009.05.018,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.cap.2009.05.018,,,,
4,How far can reformulation participate in improving the nutritional quality of diets at population level? A modelling study using real food market data in France,2024,BMJ Global Health,en,FR,15,10.1136/bmjgh-2023-014162,D_calidad_open_food_facts,openfoodfacts,OpenAlex,https://openalex.org/W4394764629,,,,"BACKGROUND: Food reformulation is promoted as a tool to improve the nutritional quality of population diets. However, the potential impact of industry-wide reformulation on dietary intake has been investigated minimally. OBJECTIVES: The aim was to estimate the impact on the French population nutrient intakes of industry-wide reformulation towards healthier products using the updated nutrient profiling system underpinning the front-of-pack nutrition label Nutri-Score (uNS-NPS). METHODS: Dietary data were retrieved from the Nutrinet-Santé cohort at baseline (N=100 418), providing detailed information regarding participants' food choices (N>3000 generic food items). Each individual food from 24 hours dietary record was matched with French food market data from OpenFoodFacts database (N=119 073 products). Three scenarios were constructed using nutrient content of currently existing food products: (1) all products available (baseline situation); (2) only existing products of better nutritional quality were available as potential substitutes and (3) only existing products of poorer quality were available. The assessment of the nutritional quality was based on the uNS-NPS score. Finally, dietary intakes were calculated for each scenario after random attribution of healthier/less healthy products as dietary choices. Monte-Carlo iterations (n=300) were conducted to generate uncertainty intervals. RESULTS: After simulation of reformulation using scenario 2, reduction in daily intake in"
4,Aditivos fitogênicos e butirato de sódio como alternativas aos antibióticos para leitões desmamados,2011,Archivos de Zootecnia,en,,14,10.4321/s0004-05922011000300061,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.4321/s0004-05922011000300061,,,,
4,"Synthesis, characterization and photovoltaic properties of novel molecules based on triarylamine dyes",2010,Current Applied Physics,en,,13,10.1016/j.cap.2009.09.009,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.cap.2009.09.009,,,,
4,"Benzodipyrrolenine-based biscyanine dyes: Synthesis, molecular structure and spectroscopic characterization",2010,Dyes and Pigments,en,,13,10.1016/j.dyepig.2009.09.007,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.dyepig.2009.09.007,,,,
4,Spectroscopic and lasing properties of Xanthene dyes encapsulated in silica and polymeric matrices,2010,Optik,en,,11,10.1016/j.ijleo.2008.05.005,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.ijleo.2008.05.005,,,,
4,Auto Halal Detection Products Based on Euclidian Distance and Cosine Similarity,2018,International Journal on Advanced Science Engineering and Information Technology,en,ID,9,10.18517/ijaseit.8.4-2.7083,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W2898312886,,,,"Although Indonesia is the world the world's most populous Muslim-majority country, the number of halal-certified products in Indonesia is only 20% of the products on the Indonesian market. Halal certification is voluntary as such there are many food products which are halal but are not certified as halal. In principle, these food products may have similar halal ingredients with halal-certified products. In this study, we build a system that can compare products that have not been certified halal with halal certified products based on its ingredients. The food products are collected from Open Food Facts, Institute For Foods, Drugs, And Cosmetics Indonesian Council Of Ulama (LPPOM MUI) and our halal system. As of this paper writing, the halal-certified products are obtained from LPPOM MUI. The system uses the Euclidean Distance and Cosine Similarity that generate top-5 similar products. Those two similarity calculations are based on Term Frequency-Inverse Entity Frequency weighting function. The weighting function calculates the frequency of a term on a product name and ingredients. If a similarity value of a product with no halal certification and a halal-certified product is higher than 75%, then the former could be indicated as a halal product. In the end, the system can give a recommendation of unknown products from a related pool of halal-certified products based on similarity of product composition. Cosine similarity accuracy is higher than Euclidean Distance and MoreLike"
4,Use of the WHO Nutrient Profile Model for Food Marketing Regulation in Germany: Feasibility and Public Health Implications,2023,Obesity Facts,en,DE,8,10.1159/000534542,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W4388688072,,,,"INTRODUCTION: Exposure to marketing for foods high in sugar, salt, and fat is considered a key risk factor for childhood obesity. To support efforts to limit such marketing, the World Health Organization Regional Office for Europe has developed a nutrient profile model (WHO NPM). Germany's Federal Ministry of Food and Agriculture plans to use this model in proposed new food marketing legislation, but it has not yet been tested in Germany. The present study therefore assesses the feasibility and implications of implementing the WHO NPM in Germany. METHODS: We applied the WHO NPM to a random sample of 660 food and beverage products across 22 product categories on the German market drawn from Open Food Facts, a publicly available product database. We calculated the share of products permitted for marketing to children based on the WHO NPM, both under current market conditions and for several hypothetical reformulation scenarios. We also assessed effects of adaptations to and practical challenges in applying the WHO NPM. RESULTS: The median share of products permitted for marketing to children across the model's 22 product categories was 20% (interquartile range (IQR) 3-59%) and increased to 38% (IQR 11-73%) with model adaptations for fruit juice and milk proposed by the German government. With targeted reformulation (assuming a 30% reduction in fat, sugar, sodium, and/or energy), the share of products permitted for marketing to children increased substantially (defined as a rela"
4,Revisiting named entity recognition in food computing: enhancing performance and robustness,2024,Artificial Intelligence Review,en,"ES,JP",8,10.1007/s10462-024-10834-y,C_extraccion_desde_ingredientes,"""named entity recognition"" food ingredients",OpenAlex,https://openalex.org/W4401486023,,,,"In the ever-evolving domain of food computing, named entity recognition (NER) presents transformative potential that extends far beyond mere word tagging in recipes. Its implications encompass intelligent recipe recommendations, health analysis, and personalization. Nevertheless, existing NER models in food computing encounter challenges stemming from variations in recipe input standards, limited annotations, and dataset quality. This article addresses the specific problem of ingredient NER and introduces two innovative models: SINERA , an efficient and robust model, and SINERAS , a semi-supervised variant that leverages a Gaussian Mixture Model (GMM) to learn from untagged ingredient list entries. To mitigate issues associated with data quality and availability in food computing, we introduce the ARTI dataset, a diverse and comprehensive repository of ingredient lines. Additionally, we identify and tackle a pervasive challenge—spurious correlations between entity positions and predictions. To address this, we propose a set of data augmentation rules tailored for food NER. Extensive evaluations conducted on the ARTI dataset and a revised TASTEset dataset underscore the performance of our models. They outperform several state-of-the-art benchmarks and rival the BERT model while maintaining smaller parameter sizes and reduced training times."
4,"Mixture Design and Response Surface Analysis of Densification of Silicon Carbide Ceramics with (SiO
                    <sub>2</sub>
                    –Dy
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    –Al
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    ) Additives",2010,International Journal of Applied Ceramic Technology,en,,6,10.1111/j.1744-7402.2009.02358.x,B_aditivos_envasados_mx,"""food additives"" ""packaged food supply""",Crossref,https://doi.org/10.1111/j.1744-7402.2009.02358.x,,,," 
                    Statistical mixture designs are used to systematically study the densification properties of silicon carbide (SiC) ceramics sintered with SiO
                     2 
                    , Dy
                     2 
                    O
                     3 
                    , and Al
                     2 
                    O
                     3 
                    . Mixture models for percentage theoretical density and SiC weight loss as a function of the SiO
                     2 
                    , Dy
                     2 
                    O
                     3 
                    , and Al
                     2 
                    O
                     3 
                    oxide proportions have been determined and validated by analysis of variance. The results indicate a region confined by about 0–20 mol% silica, 50–65 mol% dysprosia, and 40–65 mol% alumina, with all samples containing 10% by volume of additives, and simultaneously maximization of density values and minimization of weight loss during SiC‐based ceramic sintering.
                   "
4,All the Colors of the Rainbow: Synthetic Dyes in US Packaged Foods and Beverages in 2020,2025,Journal of the Academy of Nutrition and Dietetics,en,"AU,US,ZA",6,10.1016/j.jand.2025.05.007,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",OpenAlex,https://openalex.org/W4411590498,,,,
4,Demonstration of Segmental Arrangement of Thoracic Spinal Motor Neurons Using Lipophilic Dyes,2010,Developmental Neuroscience,en,,6,10.1159/000111676,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1159/000111676,,,," Unlike the afferent input into the spinal cord, it is generally believed that the motor efferent system in the mammalian spinal cord is more segmental in arrangement. Isolated comments in recent reports suggest that motor neurons in the mammalian spinal cord may be strictly segmental, contrary to many earlier reports using less sophisticated methods. We have attempted to address the question of the segmental arrangement of motor neurons in a mammalian spinal cord using single and double labelling with the fluorescent lipophilic dyes, Di I and Di A. These dyes have the ability to diffuse along and stain the plasma membrane of the neural elements in aldehyde-fixed specimens. Sprague-Dawley rat fetuses and early postnatal pups were used. The study was conducted on the thoracic spinal cord. The results confirm that thoracic spinal motor neurons are restricted to the segments from which their axons exit via the ventral roots in the intrauterine stages of development. The segmental arrangement of motor neurons in the thoracic spinal cord corresponded well with that of the sympathetic preganglionic neurons which were stained simultaneously. "
4,"Novel Insights into Torrefacto and Natural Coffee Silverskin: Composition, Bioactivity, Safety, and Environmental Impact for Sustainable Food Applications",2025,Foods,en,"ES,UY",6,10.3390/foods14193388,E_sustitucion_natural_sintetico,"""clean label"" colorants reformulation",OpenAlex,https://openalex.org/W4414655498,,,,"Coffee silverskin (CS), the principal solid by-product from coffee roasting, is a promising raw material for sustainable food applications aligned with circular economy principles. Due to its high flammability at roasting temperatures, effective management of CS is not only an environmental but also a safety concern in coffee processing facilities. To the best of our knowledge, this is the first study evaluating the chemical composition, bioactivity, safety, and environmental impact of torrefacto (CT) and natural (CN) coffee silverskin. CT (from Arabica–Robusta blends subjected to sugar-glazing) and CN (from 100% Arabica) were characterized in terms of composition and function. Oven-dried CT showed higher levels of caffeine (13.2 ± 0.6 mg/g vs. 8.7 ± 0.7 mg/g for CN), chlorogenic acid (1.34 ± 0.08 mg/g vs. 0.92 ± 0.06 mg/g), protein (18.1 ± 0.2% vs. 16.7 ± 0.2%), and melanoidins (14.9 ± 0.3 mg/g vs. 9.6 ± 0.2 mg/g), but CN yielded more total phenolics (13.8 ± 0.6 mg GAE/g). Both types exhibited strong antioxidant capacity (ABTS: 48.9–59.2 µmol TE/g), and all oven-dried samples met food safety criteria (microbial loads below 102 CFU/g, moisture 7.9%). Oven drying was identified as the most industrially viable, ensuring preservation of bioactives and resulting in a 19% lower greenhouse gas emissions impact compared to freeze-drying. Sun drying was less reliable microbiologically. The valorization of oven-dried CT as a clean-label, antioxidant-rich colorant offers clear potentia"
4,Information Extraction from Product Labels: A Machine Vision Approach,2024,International Journal of Artificial Intelligence & Applications,en,US,6,10.5121/ijaia.2024.15204,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W4394825039,,,,"This research tackles the challenge of manual data extraction from product labels by employing a blend of computer vision and Natural Language Processing (NLP). We introduce an enhanced model that combines Convolutional Neural Networks (CNN) and Recurrent Neural Networks (RNN) in a Convolutional Recurrent Neural Network (CRNN) for reliable text recognition. Our model is further refined by incorporating the Tesseract OCR engine, enhancing its applicability in Optical Character Recognition (OCR) tasks. The methodology is augmented by NLP techniques and extended through the Open Food Facts API (Application Programming Interface) for database population and text-only label prediction. The CRNN model is trained on encoded labels and evaluated for accuracy on a dedicated test set. Importantly, our approach enables visually impaired individuals to access essential information on product labels, such as directions and ingredients. Overall, the study highlights the efficacy of deep learning and OCR in automating label extraction and recognition."
4,Analysis of solvent dyes in refined petroleum products by electrospray ionization mass spectrometry,2010,Fuel,en,,5,10.1016/j.fuel.2009.09.011,A_colorantes_mercado_mx,"""synthetic dyes"" ""packaged foods""",Crossref,https://doi.org/10.1016/j.fuel.2009.09.011,,,,
4,Fuentes ocultas de fósforo: presencia de aditivos con contenido en fósforo en los alimentos procesados,2013,Diálisis y Trasplante,es,,4,10.1016/j.dialis.2013.06.001,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.1016/j.dialis.2013.06.001,,,,
4,Uso de aditivos na biodegradação de madeira pelo fungo Ceriporiopsis subvermispora: efeito na peroxidação de lipídios dependente de manganês-peroxidase,2012,Química Nova,en,,4,10.1590/s0100-40422012000600007,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.1590/s0100-40422012000600007,,,,
