code,producto,forma_oficial,sin,codigo_e,clase,ya_en_tags
0014100085478,GOLDFISH,extracto de annato,SIN160(b),E160b,natural_botanico,False
0036731106018,Gatorade Sabor Naranja,amarillo ocaso fcf,SIN110,E110,sintetico,False
0036731106025,Lime,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
0036731106049,Gatorade Sabor Uva,rojo allura ac,SIN129,E129,sintetico,True
0036731106049,Gatorade Sabor Uva,azul brillante fcf,SIN133,E133,sintetico,True
0036731106063,gatorade rojo 600,rojo allura ac,SIN129,E129,sintetico,True
0036731136916,Gatorade Fierce,azul brillante fcf,SIN133,E133,sintetico,True
0036731140067,Gatorade Polvo sabor Ponche de Frutas,rojo allura ac,SIN129,E129,sintetico,True
0036731140067,Gatorade Polvo sabor Ponche de Frutas,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
0036731321008,Gatorade Sabor Naranja,amarillo ocaso fcf,SIN110,E110,sintetico,False
0036731322005,Bebida Gatorade sabor limonada,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
0036731324009,Bebida Gatorade sabor uva,rojo allura ac,SIN129,E129,sintetico,True
0036731324009,Bebida Gatorade sabor uva,azul brillante fcf,SIN133,E133,sintetico,True
0036731326003,Punch de fruta,rojo allura ac,SIN129,E129,sintetico,True
0036731328007,Fresandia,rojo allura ac,SIN129,E129,sintetico,True
0036731451002,Gatorade Polvo sabor naranja,amarillo ocaso fcf,SIN110,E110,sintetico,False
0036731501004,Gatorade naranja 500 ml,amarillo ocaso fcf,SIN110,E110,sintetico,False
0036731506009,Gatorade sabor Ponche de Frutas,rojo allura ac,SIN129,E129,sintetico,True
0038000019210,Galletas rellenas pop tarts,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
0038000318108,POP TARTS FROSTED CHERRY NATURALLY FLAVORED,amarillo ocaso fcf,SIN110,E110,sintetico,True
0038000318108,POP TARTS FROSTED CHERRY NATURALLY FLAVORED,rojo allura ac,SIN129,E129,sintetico,True
0038000318108,POP TARTS FROSTED CHERRY NATURALLY FLAVORED,azul brillante fcf,SIN133,E133,sintetico,True
0041580750008,CEREZAS DESHUESADAS AL MARRASQUINO,rojo allura ac,SIN129,E129,sintetico,True
0070847017332,Monster Punch,rojo allura ac,SIN129,E129,sintetico,True
0076150601336,ACT II sabor Mantequilla,extracto de annato,SIN160(b),E160b,natural_botanico,False
0078742091976,MOSTAZA AMARILLA,curcuma turmerico,SIN100(i),E100,natural_botanico,False
0078895128789,SOY SAUCE,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
0078895700015,HOISIN SAUCE,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
0850697002012,Barquillos,amarillo ocaso fcf,SIN110,E110,sintetico,True
0850697002456,Abanico Mac'Ma,amarillo ocaso fcf,SIN110,E110,sintetico,True
0850697002456,Abanico Mac'Ma,amarillo fd&c 6,SIN110,E110,sintetico,True
0850697002470,Grofenata,amarillo ocaso fcf,SIN110,E110,sintetico,True
0850697002517,Escoses,amarillo ocaso fcf,SIN110,E110,sintetico,True
0850697002524,Selecciones,amarillo ocaso fcf,SIN110,E110,sintetico,True
0850697002661,CRISPY WAFER FAN,amarillo ocaso fcf,SIN110,E110,sintetico,True
0850697002661,CRISPY WAFER FAN,amarillo fd&c 6,SIN110,E110,sintetico,True
0850697002722,Real,amarillo ocaso fcf,SIN110,E110,sintetico,True
0869774000124,"Maika, Veggie Burger, Carrot Orange",annato norbixina,SIN160(b),E160b,natural_botanico,False
0884912112217,HONEY BUNCHES OF OATS STRAWBERRIES,extracto de annato,SIN160(b),E160b,natural_botanico,False
2000000073649,Gatorade Perform,amarillo ocaso fcf,SIN110,E110,sintetico,False
3168930009191,Doritos Nachos sabor Queso,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478002801,Cremax sabor a chocolate,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478002801,Cremax sabor a chocolate,azul brillante fcf,SIN133,E133,sintetico,True
7500478002818,Cremax sabor fresa,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478002818,Cremax sabor fresa,rojo allura ac,SIN129,E129,sintetico,True
7500478002818,Cremax sabor fresa,azul brillante fcf,SIN133,E133,sintetico,True
7500478002894,Emperador sabor a chocolate,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478002894,Emperador sabor a chocolate,rojo allura ac,SIN129,E129,sintetico,True
7500478002894,Emperador sabor a chocolate,azul brillante fcf,SIN133,E133,sintetico,True
7500478003006,Doradas de Marías,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7500478003600,Sabritones Rodacas,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478004690,Buenos Días Galletas Quaker con Chocolate,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7501000142705,Cuernitos,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501000617432,Arcoiris,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501000617432,Arcoiris,rojo allura ac,SIN129,E129,sintetico,True
7501000617432,Arcoiris,azul brillante fcf,SIN133,E133,sintetico,True
7501000628377,Marias Doradas,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7501000635306,Chokis clásica,caramelo clase i,SIN150(a),E150,fuera_de_eje,True
7501000662739,Chocolatines,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501000662739,Chocolatines,rojo allura ac,SIN129,E129,sintetico,True
7501000662739,Chocolatines,azul brillante fcf,SIN133,E133,sintetico,True
7501000673186,Maravillas clásicas,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501000673193,Florentinas sabor fresa,rojo allura ac,SIN129,E129,sintetico,True
7501002612114,Cheez Whiz,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501002612213,Cheez Whiz Jalapeño,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501003393050,Búfalo clasica,rojo allura ac,SIN129,E129,sintetico,False
7501003393180,Salsa Botanera,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501005102667,Soya + jugo de naranja,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7501005102667,Soya + jugo de naranja,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
7501005106801,Fécula de maiz para preparar atole fortificado sabor fresa,rojo allura ac,SIN129,E129,sintetico,True
7501005106801,Fécula de maiz para preparar atole fortificado sabor fresa,azul brillante fcf,SIN133,E133,sintetico,True
7501008706091,Marías con cajeta,rojo allura ac,SIN129,E129,sintetico,True
7501011130975,chetos torcidos,amarillo ocaso fcf,SIN110,E110,sintetico,True
7501011130975,chetos torcidos,rojo allura ac,SIN129,E129,sintetico,False
7501011131064,Doritos Nachos,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501011131118,Frios Chile & limón,rojo allura ac,SIN129,E129,sintetico,True
7501011135512,Tostitos Salsa Verde,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501011135512,Tostitos Salsa Verde,rojo allura ac,SIN129,E129,sintetico,False
7501011165892,Belight sabor Naranja,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501011167667,Botana a base de papá sabor adobo,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501011167667,Botana a base de papá sabor adobo,rojo allura ac,SIN129,E129,sintetico,True
7501011167667,Botana a base de papá sabor adobo,azul brillante fcf,SIN133,E133,sintetico,True
7501011169821,Belight  Fresa,rojo allura ac,SIN129,E129,sintetico,True
7501011169838,Belight Manzana,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501011169838,Belight Manzana,rojo allura ac,SIN129,E129,sintetico,True
7501011181762,be light sabor Toronja,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501011181762,be light sabor Toronja,rojo allura ac,SIN129,E129,sintetico,True
7501011181809,Jamaica,rojo allura ac,SIN129,E129,sintetico,True
7501011181809,Jamaica,azul brillante fcf,SIN133,E133,sintetico,True
7501014302133,Choco choco,azul brillante fcf,SIN133,E133,sintetico,True
7501017006762,Tamal de dulce,rojo fd&c40,SIN129,E129,sintetico,False
7501020512250,Queso manchego LALA,carotenos naturales,SIN160a(ii),E160a,natural_botanico,False
7501020512281,Queso Chihuahua LALA,carotenos naturales,SIN160a(ii),E160a,natural_botanico,False
7501020537390,Queso Manchego LALA,anaranjado alimentos 6,SIN160(e),E160e,sintetico,False
7501020537482,Queso Manchego LALA,anaranjado alimentos 6,SIN160(e),E160e,sintetico,False
7501020537543,Queso tipo americano light 8 rebanadas,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7501020537543,Queso tipo americano light 8 rebanadas,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
7501020537543,Queso tipo americano light 8 rebanadas,anaranjado alimentos 6,SIN160(e),E160e,sintetico,False
7501020537550,Americano Nutri Leche,anaranjado alimentos 6,SIN160(e),E160e,sintetico,False
7501020555226,Gouda rebanadas de queso,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501022011157,Agua con jugo de mango,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501022011188,Agua con jugo arándano-jamaica,rojo allura ac,SIN129,E129,sintetico,True
7501022011188,Agua con jugo arándano-jamaica,azul brillante fcf,SIN133,E133,sintetico,True
7501022011201,Agua con jugo de guayaba,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501022012482,Epurita essentials con jugo 6 pack,rojo allura ac,SIN129,E129,sintetico,True
7501022012482,Epurita essentials con jugo 6 pack,azul brillante fcf,SIN133,E133,sintetico,True
7501022012499,Epurita essentials con jugo de Mango 6 pack,amarillo ocaso fcf,SIN110,E110,sintetico,False
75010221011195,Agua con jugo de guayaba,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501024577286,Jarabe sabor a chocolate Light,rojo allura ac,SIN129,E129,sintetico,False
7501030454786,PANQUÉ CASERO Y MANTEQUILLA TÍA ROSA,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501030457428,Explosión de tartas,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501031111039,Surtido Castilla,amarillo ocaso fcf,SIN110,E110,sintetico,True
7501031111039,Surtido Castilla,amarillo fd&c 6,SIN110,E110,sintetico,True
7501031111039,Surtido Castilla,rojo d&c 5,SIN122,E122,sintetico,False
7501031111190,Galletas Cuenta Conmigo,amarillo ocaso fcf,SIN110,E110,sintetico,True
7501031111190,Galletas Cuenta Conmigo,amarillo fd&c 6,SIN110,E110,sintetico,True
7501031111190,Galletas Cuenta Conmigo,rojo d&c 5,SIN122,E122,sintetico,False
7501031303878,Be Light Jamaica,rojo allura ac,SIN129,E129,sintetico,True
7501031303878,Be Light Jamaica,azul brillante fcf,SIN133,E133,sintetico,True
7501031303885,Be light Sabor Limon,azul brillante fcf,SIN133,E133,sintetico,True
7501031303892,Be light sabor mango,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501031303892,Be light sabor mango,rojo allura ac,SIN129,E129,sintetico,True
7501035046122,B:oost active energy Pop,rojo allura ac,SIN129,E129,sintetico,False
7501037217063,CEREZAS EN ALMÍBAR LOLTUN,rojo 6,SIN124,E124,sintetico,False
7501040081422,Queso tipo Manchego rebanado,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501040081477,Queso Americano La Villita,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7501040081477,Queso Americano La Villita,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
7501040081477,Queso Americano La Villita,anaranjado alimentos 6,SIN160(e),E160e,sintetico,False
7501040082016,Queso Machego FUD,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501040090745,Yoplait contiene trozos de fresa natural y probióticos,rojo 6,SIN124,E124,sintetico,False
7501054787877,Totopos de maíz salados,rojo allura ac,SIN129,E129,sintetico,True
7501055909582,Manchasmx,rojo allura ac,SIN129,E129,sintetico,True
7501069213446,Harina de trigo preparada para hot cakes,annato norbixina,SIN160(b),E160b,natural_botanico,False
7501092109143,Queso Fundido Lyncott,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501295600621,Lechita 100% pura de vaca sabor helado de fresa,rojo natural 4,SIN120,E120,carmin,False
7501413540778,Itto Salsa con Habanero,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501413549733,Itto Salsa con chile,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501413549740,Itto Salsa,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501505630028,Sangría Casera,rojo allura ac,SIN129,E129,sintetico,False
7501669804198,Aderezo para nachos El ciervo,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501669880109,Queso tipo Americano Esmeralda,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501761810691,Harina para preparar hot cakes,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501761810714,Harina preparada para Hot Cakes,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501761838367,Stila sabor fresa,rojo allura ac,SIN129,E129,sintetico,False
7501761847987,Barre de céréales Pomme Canelle,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7501761865394,Multibran con pasas,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501761865394,Multibran con pasas,azul brillante fcf,SIN133,E133,sintetico,True
7501761865394,Multibran con pasas,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501761869149,Hotcakes tradicionales,rojo allura ac,SIN129,E129,sintetico,True
7501791616553,Queso tipo americano Aurrera,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501791624640,Queso tipo Americano Aurrera,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501791650236,Queso tipo Americano Aurrera,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501791668569,Barras de coco,amarillo fd&c5,SIN102,E102,sintetico,False
7502244270155,Dip alcachofa con parmesano,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7502244270155,Dip alcachofa con parmesano,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
7502244270193,Dip elote,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7502244270193,Dip elote,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
7501791632362,World table Galletas de hojaldre tipo banderillascon queso gouda y edam,amarillo natural 6,SINnr_azafran,,natural_botanico,False
7501761857245,Barras de avena Quaker Stila sabor fresa,rojo allura ac,SIN129,E129,sintetico,True
7501761857245,Barras de avena Quaker Stila sabor fresa,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
0724865045210,Soles,amarillo fd&c5,SIN102,E102,sintetico,False
0850697002425,Galletas Mac Ma fresa,amarillo fd&c5,SIN102,E102,sintetico,True
0850697002425,Galletas Mac Ma fresa,amarillo ocaso fcf,SIN110,E110,sintetico,False
0850697002425,Galletas Mac Ma fresa,rojo fd&c40,SIN129,E129,sintetico,False
7501791670555,Queso tipo Manchego Great Value,extracto de annato,SIN160(b),E160b,natural_botanico,False
7500478005765,Churrumais con limoncito,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7501020547207,Queso manchego rallado,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501761863291,Barras de avena Quaker Stila sabor fresa,rojo allura ac,SIN129,E129,sintetico,True
0016000467583,Cinnamon Toast Crunch Treats,anaranjado 3,SIN160(b),E160b,natural_botanico,False
7501761876369,Barras Quaker rellenas con manzanas,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7501761810202,barras de avena rellen sabor a fresa,rojo allura ac,SIN129,E129,sintetico,True
7501761810202,barras de avena rellen sabor a fresa,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7501761864816,Stila Fit Chocolate,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501761864816,Stila Fit Chocolate,rojo allura ac,SIN129,E129,sintetico,True
7501761864816,Stila Fit Chocolate,azul brillante fcf,SIN133,E133,sintetico,True
7501761864816,Stila Fit Chocolate,caramelo clase i,SIN150(a),E150,fuera_de_eje,True
7501000137237,Bran Frut Fresa,amarillo ocaso fcf,SIN110,E110,sintetico,True
7501000137237,Bran Frut Fresa,rojo allura ac,SIN129,E129,sintetico,True
7501000137237,Bran Frut Fresa,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501761847970,Barras de avena Quaker Stila sabor moras,rojo allura ac,SIN129,E129,sintetico,True
7501761847970,Barras de avena Quaker Stila sabor moras,azul brillante fcf,SIN133,E133,sintetico,True
7501761847970,Barras de avena Quaker Stila sabor moras,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7501000137763,Bran Frut Piña,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501030459620,Multigrano arandanos y sabor fresa,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501025511326,Soful Lt,rojo betabel,SIN162,E162,natural_botanico,False
8741784876055,Stila Guayaba y Mora Acai,rojo allura ac,SIN129,E129,sintetico,True
7501689026402,Capistrano Salchicha de Pavo,extracto de coccus cacti,SIN120,E120,carmin,False
7501147515035,Kir Salchicha para asar,rojo d&c 5,SIN122,E122,sintetico,False
7501031307241,Jumex Fresh Conga,rojo allura ac,SIN129,E129,sintetico,True
7501031307210,bebida jumex fresh citrus,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501005114523,Ades Max sabor Mango,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7501005114523,Ades Max sabor Mango,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
7501005108065,Ades Max,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7501005108065,Ades Max,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
7501005114516,Soya + Jugo de naranja,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7501005114516,Soya + Jugo de naranja,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
7506306305724,Ades cero sabor mango,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7506306305724,Ades cero sabor mango,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
7622210852052,GALLETA OREO PAY DE LIMON,beta caroteno sintetico,SIN160a(i),E160a,sintetico,False
7501000655151,"Cremax surtido, fresa, vainilla chocolate",amarillo ocaso fcf,SIN110,E110,sintetico,False
7501000655151,"Cremax surtido, fresa, vainilla chocolate",rojo allura ac,SIN129,E129,sintetico,True
7501000655151,"Cremax surtido, fresa, vainilla chocolate",azul brillante fcf,SIN133,E133,sintetico,True
7501761842234,TARTAS QUAKER FRESA,rojo allura ac,SIN129,E129,sintetico,True
7501761832372,GALLETAS QUAKER VAINILLA,caramelo clase i,SIN150(a),E150,fuera_de_eje,True
7501761832471,GALLETAS QUAKER CON ALMENDRA,caramelo clase i,SIN150(a),E150,fuera_de_eje,True
7501020537499,Queso americano Lala,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7501020537499,Queso americano Lala,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
7501020537499,Queso americano Lala,anaranjado alimentos 6,SIN160(e),E160e,sintetico,False
7501077510599,Noche buena queso manchego,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501040083761,Fud queso tipo manchego,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501077510575,Noche buena queso tipo manchego,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501077510377,Noche buena Queso Manchego reducido en grasa,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501002202179,caperucita queso tipo manchego,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501077513156,Noche buena queso manchego,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501040083570,Queso tipo manchego rebanadas redondas,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501040083884,Queso tipo manchego rebanadas redondas,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501020537383,Queso procesado americano,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7501020537383,Queso procesado americano,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
7501020537383,Queso procesado americano,anaranjado alimentos 6,SIN160(e),E160e,sintetico,False
0046100010990,Queso mozzarella pizza double cheese,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501040083587,Queso manchego rallado,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501791725439,Queso mozzarella picado,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501689021001,Capistrano Vida Deli,extracto de coccus cacti,SIN120,E120,carmin,False
7501761848847,AVENA INSTANT FRESAS CON CREMA,rojo allura ac,SIN129,E129,sintetico,True
7501011134324,Patatas Sabrita pizza,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501011134324,Patatas Sabrita pizza,rojo allura ac,SIN129,E129,sintetico,False
7501761868982,AVENA INSTANT FRESAS CON CREMA,rojo allura ac,SIN129,E129,sintetico,True
7501761856743,Quaker Granola de Avena y Trigo,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501791636018,Sustituto de crema,amarillo fd&c 6,SIN110,E110,sintetico,True
7501791640954,Extra Special Queso semicurado,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501791640930,Extra Special Queso Iberico Semicurado,azul brillante fcf,SIN133,E133,sintetico,True
7501761873542,Avena Quaker O's sabor vainilla,amarillo ocaso fcf,SIN110,E110,sintetico,False
0884912020505,Cereal Hojuelas De Maiz Con Almendr,extracto de annato,SIN160(b),E160b,natural_botanico,False
0038527591060,Oatmeal Squares Brown Sugar,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501761865424,Avena flakes quaker sabor vainilla,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501791667043,BRAN FIBRA,rojo allura ac,SIN129,E129,sintetico,True
7501791645119,BRAN FIBRA FLAKES,amarillo fd&c 6,SIN110,E110,sintetico,True
0002544317101,POP TARTS FROSTED STRAWBERRY,amarillo ocaso fcf,SIN110,E110,sintetico,False
0002544317101,POP TARTS FROSTED STRAWBERRY,rojo allura ac,SIN129,E129,sintetico,True
0002544317101,POP TARTS FROSTED STRAWBERRY,azul brillante fcf,SIN133,E133,sintetico,True
7501761865561,Natural Balance Sabor Arándano,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7501413560370,SALSA KUSHIAGUE,rojo allura ac,SIN129,E129,sintetico,False
7501413560370,SALSA KUSHIAGUE,caramelo clase ii,SIN150(b),E150,fuera_de_eje,False
7502233117768,Golden Fit chocolate,rojo allura ac,SIN129,E129,sintetico,True
7502233117768,Golden Fit chocolate,azul brillante fcf,SIN133,E133,sintetico,True
0042400036173,Honey Buzzers,curcuma turmerico,SIN100(i),E100,natural_botanico,False
0078895130188,Less Sodium Soy Sauce,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
04842293,Vaquitas leche semidescremada sabor vainilla,amarillo ocaso fcf,SIN110,E110,sintetico,True
7501791657518,Mermelada de Guayaba,anaranjado natural 4,SIN160(b),E160b,natural_botanico,False
7501791647175,Mermelada de Fresa,rojo natural 4,SIN120,E120,carmin,False
7501791647175,Mermelada de Fresa,anaranjado natural 4,SIN160(b),E160b,natural_botanico,False
7501003301475,Mc Cormick Mermelada Frutos rojos,rojo allura ac,SIN129,E129,sintetico,False
0605388716163,Mermelada de Fresa reducida en calorias,rojo natural 4,SIN120,E120,carmin,False
0051500361702,Smucker´s Mermelaa de zarzamora,azul alimentos 2,SIN133,E133,sintetico,False
0051500038178,Smucker´s Mermelada de Naranja,amarillo alimentos 4,SIN102,E102,sintetico,False
7501791647182,Mermelada de zarzamora,azul alimentos 2,SIN133,E133,sintetico,False
0071828003108,Stone Ground Mustard,curcuma turmerico,SIN100(i),E100,natural_botanico,False
0071828003108,Stone Ground Mustard,extracto de annato,SIN160(b),E160b,natural_botanico,False
0071828002385,Mostaza American Picnic  Beaver Brand,curcuma turmerico,SIN100(i),E100,natural_botanico,False
0071828002385,Mostaza American Picnic  Beaver Brand,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501003107848,CREMA DE CHILE POBLANO,verde natural 3,SIN140,E140,natural_botanico,False
7501018203849,Salsa Tipo Catsup Tetrabrick,rojo allura ac,SIN129,E129,sintetico,False
0078742091952,MUSTARD YELLOW,curcuma turmerico,SIN100(i),E100,natural_botanico,False
0051500054864,Mermelada de zarzamora Smucker´s,rojo alimentos 17,SIN129,E129,sintetico,False
0051500054864,Mermelada de zarzamora Smucker´s,azul alimentos 2,SIN133,E133,sintetico,False
0051500054888,Mermelada de chabacano Smucker´s,amarillo alimentos 4,SIN102,E102,sintetico,False
0051500054888,Mermelada de chabacano Smucker´s,amarillo alimentos 3,SIN110,E110,sintetico,False
7500478008933,Choky's,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7501000621866,Emperador combinado,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501000621866,Emperador combinado,rojo allura ac,SIN129,E129,sintetico,False
7501000621866,Emperador combinado,azul brillante fcf,SIN133,E133,sintetico,False
7501031307227,Jumex Fresh Uva,azul brillante fcf,SIN133,E133,sintetico,False
7503005273354,Palm Tree Cookies D´meals,extracto de annato,SIN160(b),E160b,natural_botanico,False
7500478004720,Galletas de avena manzana y canela,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7501761882391,Granola 3 Minutos,caramelo clase i,SIN150(a),E150,fuera_de_eje,True
7501761882391,Granola 3 Minutos,extracto de annato,SIN160(b),E160b,natural_botanico,False
0012142100661,Mostaza de Dijon Great Value,curcuma turmerico,SIN100(i),E100,natural_botanico,False
7501005102681,Adès Soja Mangue,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7501005102681,Adès Soja Mangue,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
7503006575143,Piña colada,amarillo fd&c5,SIN102,E102,sintetico,False
7501791669405,Choco Bowl,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501791669405,Choco Bowl,rojo allura ac,SIN129,E129,sintetico,True
7501791669405,Choco Bowl,azul brillante fcf,SIN133,E133,sintetico,True
7501000654840,Cremax Sabor Vainilla,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501000654840,Cremax Sabor Vainilla,rojo allura ac,SIN129,E129,sintetico,True
7501000654840,Cremax Sabor Vainilla,azul brillante fcf,SIN133,E133,sintetico,True
7501005181365,Caldo de Pollo,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7501005181365,Caldo de Pollo,extracto de annato,SIN160(b),E160b,natural_botanico,False
75012182,Mayonesa tipo casero Kraft,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501018315399,Speciale,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501018315443,sopa de coditos abanero,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501018315207,sopa munición con tomate y sabor a pollo,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501018315436,Sopa de fideo chipotle,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501018315344,Sopa moñitos  serrano,extracto de annato,SIN160(b),E160b,natural_botanico,False
7506306307698,Sopa crema elote,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7506306307698,Sopa crema elote,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
7802410070108,Crema de espárragos,curcuma turmerico,SIN100(i),E100,natural_botanico,False
7802410000617,Crema de elote,annato norbixina,SIN160(b),E160b,natural_botanico,False
7802410000198,Crema de alcachofas,annato norbixina,SIN160(b),E160b,natural_botanico,False
7802410000174,Sopa de cebolla,annato norbixina,SIN160(b),E160b,natural_botanico,False
7802410002303,Crema de Calabaza al curry,annato norbixina,SIN160(b),E160b,natural_botanico,False
7802410000136,Crema de champiñones,annato norbixina,SIN160(b),E160b,natural_botanico,False
7501032398538,LICUADO NUEZ Y CEREAL,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7501006505689,Hungs wings,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501006505689,Hungs wings,rojo allura ac,SIN129,E129,sintetico,True
7501006505689,Hungs wings,azul brillante fcf,SIN133,E133,sintetico,True
7501006505689,Hungs wings,pigmento blanco 6,SIN171,E171,mineral_inorganico,False
