id,code,estrato,bloque,anotador_1,anotador_2,terminos_1,terminos_2,dudosos_1,dudosos_2,texto_utilizable_1,texto_utilizable_2,generica_1,generica_2,en_desempate
R0240,7500810004890,natural,comun,SI,SI,carmín; beta caroteno,carmín; beta caroteno,,,SI,SI,NO,NO,NO
R0241,7502261257955,natural,solo_A,SI,,amarille 6; caroteno,,,,SI,,NO,,NO
R0242,7501013101881,ambiguo_descartado,solo_B,,SI,,Beta-caroteno,,,,SI,,NO,NO
R0243,16000467583,sintetico,solo_A,SI,,amarillo 5; amarillo 6; rojo 40; azul 1; anaranjado 3,,carbonato de calcio,,SI,,NO,,NO
R0244,7501200480515,sintetico,solo_A,SI,,amarillo 5; tartrazina; amarillo 6; amarillo 5 laca; amarillo 6 laca; rojo 40 laca,,,,SI,,NO,,NO
R0245,7501000131440,sin_deteccion,solo_A,NO,,,,,,SI,,NO,,NO
R0246,7501791633772,sintetico,solo_B,,SI,,Amarillo 5; Amarillo 6,,,,SI,,NO,NO
R0247,8411320334027,sin_deteccion,solo_A,NO,,,,,,SI,,NO,,NO
R0248,7802800719389,sintetico,comun,SI,SI,dióxido de titanio; amarillo 6; amarillo 5,dióxido de titanio; amarillo 6; amarillo 5,,,SI,SI,NO,NO,NO
R0249,7501057720345,natural,comun,SI,SI,CARMIN,CARMIN,,,SI,SI,NO,NO,NO
R0250,7501073841024,sintetico,solo_A,SI,,Amarillo 6; Amarillo 5,,,,SI,,NO,,NO
R0251,7501030452775,sintetico,solo_B,,NO,,,,,,SI,,NO,NO
R0252,7503055386042,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0253,7501032398545,natural,solo_B,,SI,,BETA CAROTENO; CARMIN,,,,SI,,NO,NO
R0254,758104005994,ambiguo_descartado,solo_A,SI,,"beta, beta-caroteno",,,,SI,,NO,,NO
R0255,7501040090349,natural,solo_A,SI,,Amarillo 6; Rojo 6; Annato; Carmin,,,,SI,,NO,,NO
R0256,7506306311831,natural,solo_B,,SI,,oleorresina de paprika,,,,SI,,NO,NO
R0257,757528028398,sintetico,solo_A,SI,,AMARILLO 6; AMARILLO 5,,,,SI,,NO,,NO
R0258,757528026752,sintetico,solo_A,SI,,amarillo 5; azul 1,,,,SI,,NO,,NO
R0259,7501005107662,natural,solo_B,,SI,,achiote,,riboflavina,,SI,,NO,NO
R0260,7501033963483,natural,solo_A,NO,,,,riboflavina; luteína; beta-caroteno,,SI,,NO,,NO
R0261,49733091015,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0262,7501040007736,natural,solo_B,,SI,,carmin,,,,SI,,NO,NO
R0263,735257031834,sintetico,comun,SI,SI,tartrazina; rojo allura AC,tartrazina; rojo allura AC,,,SI,SI,NO,NO,NO
R0264,7501003339072,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0265,757528029685,sintetico,comun,SI,SI,rojo 40; Amarillo 5,rojo 40,,,SI,SI,NO,NO,SI
R0266,7501000116430,ambiguo_descartado,solo_B,,SI,,CURCUMINA,,,,SI,,NO,NO
R0267,724865024369,sintetico,comun,SI,SI,"amarillo, FD&C5; rojo FD 0","amarillo, FD&C5; rojo FD 0; amarillo FD&C5",Vit. 82,Vit. 82,SI,SI,NO,NO,SI
R0268,7501011173521,ambiguo_descartado,comun,SI,DUDOSO,Achiote,,,Achiote,SI,SI,NO,NO,SI
R0269,758104007929,sintetico,comun,SI,SI,rojo 40; azul 1,rojo 40; azul 1,,,SI,SI,NO,NO,NO
R0270,7501200485022,sintetico,solo_B,,SI,,AMARILLO 5; TARTRAZINA; AMARILLO 6; AZUL 2; ROJO 40,,,,SI,,NO,NO
R0271,7500478000722,natural,solo_B,,SI,,CARMÍN; RIBOFLAVINA-5'-FOSFATO DE SODIO; SALES DE SODIO Y POTASIO DE COMPLEJOS CÚPRICOS DE CLOROFILINAS,,CARBONATO DE CALCIO; VITAMINA B2,,SI,,NO,NO
R0272,7500462969608,ambiguo_descartado,solo_A,SI,,antocianina,,,,SI,,NO,,NO
R0273,7503003312093,natural,solo_A,SI,,beta caroteno,,,,SI,,NO,,NO
R0274,5864323300330,natural,solo_A,SI,,cúrcuma,,,,SI,,NO,,NO
R0275,88313326062,sin_deteccion,comun,NO,NO,,,,,SI,SI,NO,NO,NO
R0276,7501055375462,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0277,7501020539387,natural,solo_A,SI,,Amarilio Ocaso FCF; Curcumina,,,,SI,,NO,,NO
R0278,7501040003233,natural,solo_A,SI,,carmín,,,,SI,,NO,,NO
R0279,7501032397845,natural,solo_A,SI,,carmin; beta caroteno,,,,SI,,NO,,NO
R0280,7500525199010,sintetico,solo_B,,NO,,,,,,NO,,NO,NO
R0281,7501040003073,natural,solo_B,,SI,,carmín,,oleorresina de paprika,,SI,,NO,NO
R0282,7500478010592,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0283,47117099107,sintetico,solo_B,,SI,,eritrosina,,jugo concentrado de uva,,SI,,NO,NO
R0284,7501030423522,natural,solo_A,SI,,EXTRACTO DE ANNATO; ROJO ALLURA AC; AMARILLO OCASO FCF; A}UL BRILLANTE FCFL; AMARILLO 5; TARTRAZINAL,,BIOFLAVINA (VITAMINA B2),,SI,,NO,,NO
R0285,7501000666720,sintetico,comun,SI,SI,rojo allura AC; amarillo ocaso FCF; azul brillante FCF,rojo allura AC; amarillo ocaso FCF; azul brillante FCF,carbonato de calcio,carbonato de calcio,SI,SI,NO,NO,NO
R0286,7503009127196,ambiguo_descartado,solo_A,SI,,Dióxido de Titanio,,,,NO,,NO,,NO
R0287,7501791650922,natural,solo_A,SI,,amarillo 5; tartrazina; amarillo 6; rojo 5; azul 2; pigmento blanco 6,,,,SI,,NO,,NO
R0288,7506443108455,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0289,7503002671702,natural,solo_A,SI,,carmín; caroteno,,,,SI,,NO,,NO
R0290,7501518491289,natural,comun,SI,SI,ROJO CARMIN,ROJO CARMIN,PIMENTONES,,SI,SI,NO,NO,NO
R0291,7501055900015,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0292,7501059285118,ambiguo_descartado,solo_A,SI,,dióxido de titanio,,,,SI,,NO,,NO
R0293,75001759,natural,solo_A,SI,,"Carmin; Beta, beta-caroteno",,,,SI,,NO,,NO
R0294,7501071300608,ambiguo_descartado,solo_B,,SI,,beta caroteno,,,,SI,,NO,NO
R0295,7802410002303,natural,comun,SI,SI,annato; norbixina; curcumina,annato norbixina; curcumina,,,SI,SI,NO,NO,SI
R0296,758104001972,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0297,7501791628143,natural,solo_A,SI,,achiote; cúrcuma,,,,SI,,NO,,NO
R0298,7501005181365,natural,solo_B,,SI,,CÚRCUMA; EXTRACTO DE ANNATO,,,,SI,,NO,NO
R0299,7802410370244,natural,comun,SI,SI,annato norbixina,annato norbixina,,,SI,SI,NO,NO,NO
R0300,7501005112345,natural,solo_B,,SI,,ACHIOTE; AMARILLO 5; AMARILLO 6,,,,SI,,NO,NO
R0301,7503005273354,sintetico,solo_B,,SI,,extracto de annato; amarillo 5,,,,SI,,NO,NO
R0302,7501011110335,ambiguo_descartado,solo_B,,DUDOSO,,,,ACHIOTE,,SI,,NO,NO
R0303,72714110825,natural,solo_A,SI,,anaranjada alimentos 6; oleorresina de cúrcuma; amarillo 5; amarillo 6,,riboflavina,,SI,,NO,,NO
R0304,70847003632,natural,solo_A,SI,,extracto de piel de uva,,Vitamina B2 (riboflavina),,SI,,NO,,NO
R0305,7501040092572,sintetico,comun,SI,SI,azul 1; rojo 40; Amarillo 5,azul 1; rojo 40,,,SI,SI,NO,NO,SI
R0306,7501052474151,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0307,7501011161542,ambiguo_descartado,solo_B,,DUDOSO,,,,achiote,,SI,,NO,NO
R0308,7501146011811,sintetico,solo_A,SI,,yellow 5 lake; yellow 6 lake; laca amarillo 5; laca amarillo 6,,,,SI,,NO,,NO
R0309,7501032398217,natural,comun,SI,SI,beta caroteno; carmín,beta caroteno; carmín,,,SI,SI,NO,NO,NO
R0310,648292000553,sintetico,comun,SI,SI,colorante rojo 40; colorante azul 1,rojo 40; azul 1,,,SI,SI,NO,NO,SI
R0311,14800001655,sintetico,solo_A,SI,,Rojo 40,,,,SI,,NO,,NO
R0312,8410086340105,natural,solo_B,,NO,,,,,,SI,,NO,NO
R0313,7501101545702,natural,comun,SI,SI,colorante rojo Allura AC; extracto de annato,rojo Allura AC; extracto de annato,,,SI,SI,NO,NO,SI
R0314,7501005183703,natural,solo_B,,SI,,cúrcuma; amarillo 5; tartrazina; rojo 40,,,,SI,,NO,NO
R0315,7503023807159,natural,comun,SI,SI,Oleorresina de Paprika,Oleorresina de Paprika,Riboflavina,Riboflavina,SI,SI,NO,NO,NO
R0316,74323097641,sintetico,comun,SI,SI,rojo 40,rojo 40,,,SI,SI,NO,NO,NO
R0317,2000000072530,natural,solo_B,,SI,,antocianinas,,,,SI,,NO,NO
R0318,7503011960019,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0319,7500533003361,sintetico,solo_B,,SI,,rojo 40; amarillo 6; azul 1,,,,SI,,NO,NO
R0320,19836103014,natural,solo_A,SI,,"Camín; Beta, beta-caroteno",,,,SI,,NO,,NO
R0321,757528027056,sintetico,solo_A,SI,,amarillo 6; rojo 40,,,,SI,,NO,,NO
R0322,7501073839854,sintetico,solo_A,SI,,Amarillo 6; Amarillo 5,,,,SI,,NO,,NO
R0323,7501791667500,natural,solo_A,SI,,CARMIN,,,,SI,,NO,,NO
R0324,7896058257489,natural,comun,SI,SI,DIÓXIDO DE TITANIO; E171,DIÓXIDO DE TITANIO,,,SI,SI,NO,NO,SI
R0325,7501030459620,ambiguo_descartado,solo_A,SI,,EXTRACTO DE ANNATO; CURCUMINA,,,,SI,,NO,,NO
R0326,7501032398255,sintetico,solo_B,,NO,,,,,,SI,,NO,NO
R0327,7501047903253,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0328,7501020567854,natural,solo_A,SI,,Carmín; Beta caroteno,,,,SI,,NO,,NO
R0329,7501006559309,natural,solo_A,SI,,extracto de annato; rojo allura AC; amarillo ocaso FCF; azul brillante FCF; tartrazina,,,,SI,,NO,,NO
R0330,7501032397258,sin_deteccion,solo_A,NO,,,,,,SI,,NO,,NO
R0331,511389500000,natural,solo_A,SI,,Amarillo 5; Tartrazina; Rojo 40; Amarillo 6; Azul 2; Dióxido de titanio; Azul 1,,,,SI,,NO,,NO
R0332,7501069213811,natural,solo_A,SI,,annato norbixina,,,,SI,,NO,,NO
R0333,7500478011735,sintetico,solo_A,SI,,roboflavina; rojo allura AC; amarillo ocaso FCF; azul brillante FCF,,,,SI,,NO,,NO
R0334,77782023770,sintetico,solo_A,SI,,beta-apo-8'-carotenal,,,,SI,,NO,,NO
R0335,4122876,natural,comun,SI,SI,achiote; oleorresina de paprika,achiote; oleorresina de paprika,riboflavina,riboflavina,SI,SI,NO,NO,NO
R0336,7501040083587,ambiguo_descartado,solo_B,,SI,,extracto de annato,,,,SI,,NO,NO
R0337,77975737,sin_deteccion,solo_B,,NO,,,,RIBOFLAVINA,,SI,,NO,NO
R0338,7501077506028,sin_deteccion,solo_A,NO,,,,,,SI,,NO,,NO
R0339,850697002029,sintetico,solo_B,,SI,,tartrazina; amarillo ocaso; rojo allura,,,,SI,,NO,NO
R0340,875754010298,natural,comun,SI,NO,carotenos natura - les,,,,SI,SI,NO,NO,SI
R0341,7501032397609,natural,solo_B,,SI,,carmin; beta caroteno,,,,SI,,NO,NO
R0342,614360000381,ambiguo_descartado,solo_B,,NO,,,,,,NO,,NO,NO
R0343,19836103601,sintetico,comun,SI,SI,Rojo 40; amarillo 5; amarillo 6; azul 1,Rojo 40; amarillo 5; amarillo 6; azul 1,,,SI,SI,NO,NO,NO
R0344,7501011144460,sintetico,comun,SI,SI,ROJO ALLURA AC; AMARILLO OCASO FCF; TARTRAZINA; AMARILO OCASO FCF,ROJO ALLURA AC; AMARILLO OCASO FCF; TARTRAZINA,,,SI,NO,NO,NO,SI
R0345,7501200483103,sintetico,solo_B,,SI,,amarillo 5; amarillo 6,,riboflavina,,SI,,NO,NO
R0346,7501100202002,ambiguo_descartado,solo_B,,DUDOSO,,,,CURCUMA,,SI,,NO,NO
R0347,7502226812700,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0348,7501058639639,natural,comun,SI,SI,EXTRACTO DE ANNATO; CURCUMA,EXTRACTO DE ANNATO; CURCUMA,,,SI,SI,NO,NO,NO
R0349,7501003307217,ambiguo_descartado,solo_B,,DUDOSO,,,,cúrcuma,,SI,,NO,NO
R0350,7501055352388,sintetico,comun,SI,SI,Amarillo 6; rojo 40,Amarillo 6; rojo 40,,,SI,SI,NO,NO,NO
R0351,7501040093449,sintetico,solo_A,SI,,Rojo 40,,,,SI,,NO,,NO
R0352,7501013610055,natural,solo_B,,SI,,EXTRACTO DE ANNATO,,,,SI,,NO,NO
R0353,781159415982,ambiguo_descartado,solo_B,,DUDOSO,,,,CÚRCUMA,,SI,,NO,NO
R0354,5060323907849,sin_deteccion,solo_A,NO,,,,,,SI,,NO,,NO
R0355,757528031794,sintetico,solo_B,,SI,,amarillo 5; amarillo 6; rojo 40; azul 1,,,,SI,,NO,NO
R0356,7500810039076,ambiguo_descartado,solo_A,SI,,extracto de paprika,,,,SI,,NO,,NO
R0357,7501055904914,natural,solo_A,SI,,cúrcuma,,,,SI,,NO,,NO
R0358,7802225426336,natural,solo_A,SI,,DIÓXIDO DE TITANIO; E171; ROJO ALLURA AC; E129; TARTRAZINA; E102; AMARILLO OCASO; E110; INDIGOTINA; E132; AZUL BRILLANTE FCF; E133,,,,SI,,NO,,NO
R0359,7501040083495,ambiguo_descartado,solo_B,,SI,,dióxido de titanio,,,,SI,,NO,NO
R0360,7501032398019,ambiguo_descartado,comun,SI,SI,beta caroteno,beta caroteno,,,SI,NO,NO,NO,NO
R0361,7500478002559,ambiguo_descartado,solo_A,SI,,OLEORRESINA DE PAPRIKA; ACHIOTE,,,,SI,,NO,,NO
R0362,1205129961,natural,solo_A,SI,,extracto de annato; oleorresina de paprika,,vitamina B2,,SI,,NO,,NO
R0363,758104006298,sintetico,solo_A,SI,,Amarillo 5; rojo 40; azul1,,,,SI,,NO,,NO
R0364,7501008019450,sintetico,solo_A,SI,,rojo 40; amarillo 6; azul 1,,,,SI,,NO,,NO
R0365,7503006097003,ambiguo_descartado,solo_A,DUDOSO,,,,achiote,,SI,,NO,,NO
R0366,7501077510575,ambiguo_descartado,solo_B,,SI,,extracto de annato,,,,SI,,NO,NO
R0367,7501040081422,ambiguo_descartado,solo_B,,SI,,Extracto de annato; betacaroteno,,,,SI,,NO,NO
R0368,7500478014606,sintetico,solo_B,,SI,,amarillo ocaso fcf; tartrazina; achiote,,,,NO,,NO,NO
R0369,7503022361478,ambiguo_descartado,solo_B,,NO,,,,espirulina,,SI,,NO,NO
R0370,7501040083570,ambiguo_descartado,comun,SI,SI,extracto de annato,extracto de annato,,,SI,SI,NO,NO,NO
R0371,7501791670074,sin_deteccion,solo_A,NO,,,,,,SI,,NO,,NO
R0372,51000025548,sin_deteccion,comun,NO,NO,,,,,SI,SI,NO,NO,NO
R0373,7503021936004,ambiguo_descartado,comun,SI,SI,colorante artificial No. 5; betacaroteno,No. 5; betacaroteno,vitamina B2,vitamina B2,SI,SI,NO,NO,SI
R0374,41789001918,natural,solo_B,,DUDOSO,,,,riboflavina; carbonato de calcio; cúrcuma,,SI,,NO,NO
R0375,7501017043712,sin_deteccion,solo_A,NO,,,,,,SI,,NO,,NO
R0376,7501350987063,sintetico,solo_B,,SI,,"azul 1; CI, —42090; rojo 5; CI,—14720",,,,SI,,NO,NO
R0377,7501020556124,natural,solo_B,,SI,,carmín,,,,SI,,NO,NO
R0378,7506306311022,natural,solo_B,,SI,,achiote; amarillo 5; tartrazina; amarillo 6,,,,SI,,NO,NO
R0379,7501000133055,sintetico,comun,SI,SI,amarillo 5; rojo 40,amarillo 5; rojo 40,,,SI,SI,NO,NO,NO
R0380,7503020690136,ambiguo_descartado,comun,DUDOSO,DUDOSO,,,cúrcuma,cúrcuma,SI,SI,NO,NO,NO
R0381,7501518467505,sintetico,solo_B,,SI,,rojo 40,,,,SI,,NO,NO
R0382,7501039400814,natural,solo_B,,SI,,Carmín,,,,SI,,NO,NO
R0383,7501147535194,natural,solo_A,SI,,CARMIN,,,,SI,,NO,,NO
R0384,7502261266353,natural,comun,SI,SI,rojo betabel,rojo betabel,,,SI,SI,NO,NO,NO
R0385,7500462631420,ambiguo_descartado,solo_B,,DUDOSO,,,,Curcuma,,SI,,NO,NO
R0386,51500037997,sin_deteccion,solo_A,NO,,,,,,SI,,NO,,NO
R0387,7501253652402,sintetico,solo_B,,SI,,rojo 5; amarillo 5; tartrazina; amarillo 6; azul 1; rojo 6,,,,SI,,NO,NO
R0388,853267004003,ambiguo_descartado,solo_A,DUDOSO,,,,curcuma; remolacha en polvo; espinaca en polvo,,SI,,NO,,NO
R0389,7501030424536,sintetico,solo_A,SI,,rojo 40; amarillo 6,,,,SI,,NO,,NO
R0390,7501013105506,natural,solo_A,SI,,Carmín,,,,SI,,NO,,NO
R0391,7501040034756,natural,solo_B,,SI,,rojo allura ac,,oleorresina de curcuma; paprika; extracto de páprika,,SI,,NO,NO
R0392,76057110131,ambiguo_descartado,comun,SI,SI,DIOXIDO DE TITANIO; EXTRACTO DE ANNATO,DIOXIDO DE TITANIO; EXTRACTO DE ANNATO,,,SI,SI,NO,NO,NO
R0393,7802410000617,natural,solo_B,,SI,,annato norbixina; curcumina,,,,SI,,NO,NO
R0394,7501130935512,natural,comun,SI,SI,clorofila; cúrcuma,clorofila; cúrcuma,,,SI,SI,NO,NO,NO
R0395,7501791629003,natural,solo_B,,SI,,achiote; cúrcuma,,,,SI,,NO,NO
R0396,7500326103490,sintetico,comun,SI,SI,Amarillo Ocaso FCF; Rojo Allura AC,Amarillo Ocaso; Rojo Allura AC,,,SI,SI,NO,NO,SI
R0397,15900064243,ambiguo_descartado,solo_A,SI,,oleorresina de paprika,,,,SI,,NO,,NO
R0398,7501059285217,ambiguo_descartado,solo_A,SI,,DIOXIDO DE TITANIO,,,,SI,,NO,,NO
R0399,7501020514056,sin_deteccion,solo_A,NO,,,,,,SI,,NO,,NO
R0400,7501058652676,sin_deteccion,solo_A,NO,,,,carbonato de calcio; vitamina B2 (riboflavina),,SI,,NO,,NO
R0401,7501073839793,sintetico,solo_B,,SI,,Rojo 40; Amarillo 6; Azul 11,,,,SI,,NO,NO
R0402,758104005147,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0403,7501011114623,sintetico,solo_A,SI,,AMARILLO OCASO FCF; TARTRAZINA; ACHIOTE; ROJO ALLURA; AZUL BRILLANTE FCF,,,,NO,,NO,,NO
R0404,75012533,sintetico,solo_A,SI,,tartrazina,,,,SI,,NO,,NO
R0405,758104007820,sintetico,solo_B,,SI,,roja 40; azul 1,,,,NO,,NO,NO
R0406,8710912043256,natural,solo_B,,SI,,beta caroteno,,,,SI,,NO,NO
R0407,52833227543,ambiguo_descartado,solo_B,,SI,,annatto norbixina,,,,SI,,NO,NO
R0408,7501040092848,sintetico,comun,SI,SI,Rojo 40; Azul 1,Rojo 40; Azul 1,,,SI,SI,NO,NO,NO
R0409,7501020552935,sin_deteccion,comun,NO,NO,,,Vitamina B2 (Riboflavina),Vitamina B2; Riboflavina,SI,SI,NO,NO,NO
R0410,7501005126304,natural,solo_B,,SI,,achiote; oleorresina de paprika,,riboflavina,,SI,,NO,NO
R0411,7501000111503,sintetico,solo_A,SI,,AMARILLO 5; ROJO 40,,VITAMINA B2,,SI,,NO,,NO
R0412,2000000073393,sin_deteccion,comun,NO,NO,,,,,SI,SI,NO,NO,NO
R0413,7501032398538,natural,solo_A,SI,,CARMIN,,,,SI,,NO,,NO
R0414,7503020427053,sin_deteccion,comun,NO,NO,,,,,SI,SI,NO,NO,NO
R0415,7501008081969,natural,comun,SI,SI,amarillo 5; amarillo 6; curcumina; annato,amarillo 5; amarillo 6; curcumina; annato,,,SI,SI,NO,NO,NO
R0416,7501033957383,sin_deteccion,solo_B,,NO,,,,,,NO,,NO,NO
R0417,855611002963,ambiguo_descartado,comun,SI,SI,beta caroteno; cúrcuma,beta caroteno,,cúrcuma,SI,SI,NO,NO,SI
R0418,7501057710483,natural,solo_B,,SI,,CARMÍN,,,,SI,,NO,NO
R0419,7501030474722,natural,comun,SI,SI,BETACAROTENO; CARMÍN; EXTRACTO DE ANNATO,BETACAROTENO; CARMÍN; EXTRACTO DE ANNATO,,,SI,SI,NO,NO,NO
R0420,7501055328666,ambiguo_descartado,solo_B,,NO,,,,beta caroteno,,SI,,NO,NO
R0421,2000000147300,natural,solo_A,SI,,EXTRACTO DE ANNATO,,CARBONATO DE CALCIO,,SI,,NO,,NO
R0422,501057710407,natural,solo_A,SI,,CARMÍN,,,,SI,,NO,,NO
R0423,7501059297227,natural,solo_B,,SI,,carmín; clorofilina de cobre,,,,SI,,NO,NO
R0424,3800205874881,natural,solo_B,,SI,,extracto de pimentón,,,,SI,,NO,NO
R0425,7501209701383,sin_deteccion,solo_A,NO,,,,,,SI,,NO,,NO
R0426,41220909384,sin_deteccion,comun,NO,NO,,,RIBOFLAVIN,RIBOFLAVIN,SI,SI,NO,NO,NO
R0427,7501058619211,natural,comun,SI,SI,ANNATTO; CURCUMA,ANNATTO; CURCUMA,,,SI,SI,NO,NO,NO
R0428,7503004911400,sintetico,solo_B,,SI,,amarillo 5; tartrazina; amarillo 6,,,,SI,,NO,NO
R0429,7501071905094,ambiguo_descartado,solo_A,SI,,curcumina; extracto de paprika,,,,SI,,NO,,NO
R0430,2904441855435,ambiguo_descartado,solo_A,SI,,extracto de annato,,,,SI,,NO,,NO
R0431,7501057720529,natural,solo_B,,SI,,CARMIN,,,,SI,,NO,NO
R0432,8719200223462,natural,solo_B,,SI,,annato; curcuma,,,,SI,,NO,NO
R0433,7501024202249,natural,solo_B,,SI,,annato; cúrcuma,,,,SI,,NO,NO
R0434,7500478020850,ambiguo_descartado,solo_B,,SI,,JO ALLURA AC,,DE PAPRIKA; ACHIOTE,,NO,,NO,NO
R0435,750176188239,natural,solo_A,SI,,extracto de annato,,carbonato de calcio,,SI,,NO,,NO
R0436,7501032398071,natural,solo_A,SI,,carmín; beta caroteno,,,,SI,,NO,,NO
R0437,7861001238594,ambiguo_descartado,comun,DUDOSO,DUDOSO,,,Paprika en polvo,Paprika en polvo,SI,SI,NO,NO,NO
R0438,7503023733076,sin_deteccion,solo_A,NO,,,,,,SI,,NO,,NO
R0439,7501018315207,ambiguo_descartado,solo_B,,DUDOSO,,,,vitamina B2; riboflavina; extracto de paprika; cúrcuma; extracto de annato,,SI,,NO,NO
R0440,42400036173,natural,solo_A,SI,,cúrcuma turmérico,,riboflavina,,SI,,NO,,NO
R0441,722776005606,natural,solo_A,SI,,dióxido de titanio; TARTRAZINA; AMARILLO OCASO FCF,,,,SI,,NO,,NO
R0442,758104006069,natural,solo_B,,SI,,"carmin; beta, beta-caroteno; carmín",,,,SI,,NO,NO
R0443,650240032264,sintetico,solo_B,,SI,,rojo allura; FD&C Rojo No. 40; azul brillante; FD&C Azul No. 1,,,,SI,,NO,NO
R0444,7501791657518,natural,solo_A,SI,,colorante anaranjado natural 4,,,,SI,,NO,,NO
R0445,7802000009280,natural,solo_A,SI,,TARTRAZINA; INS 102; cúrcuma; INS 1001; dióxido de titanio; INS 171; azul brillante FCF; INS 133; rojo allura AC; INS 129,,,,SI,,NO,,NO
R0446,724869002202,natural,comun,SI,SI,DIOXIDO DE TITANIO; LACA ROJO 40; OLEORRESINA DE PAPRIKA,"DIOXIDO DE
TITANIO; LACA ROJO 40; OLEORRESINA DE
PAPRIKA",,,SI,SI,NO,NO,NO
R0447,884912126016,sin_deteccion,solo_B,,NO,,,,vitamina B2; riboflavina,,SI,,NO,NO
R0448,884394001290,natural,solo_B,,SI,,BETA CAROTENO,,,,SI,,NO,NO
R0449,38000845260,natural,solo_B,,SI,,EXTRACTO DE CÚRCUMA,,PAPRIKA,,SI,,NO,NO
R0450,4571383311817,natural,solo_B,,SI,,achiote,,,,SI,,NO,NO
R0451,7501020548198,sintetico,solo_B,,SI,,rojo 40; azul 1,,,,SI,,NO,NO
R0452,7502261265530,natural,comun,SI,SI,ROJO 40; CARMIN,ROJO 40; CARMIN,,,SI,SI,NO,NO,NO
R0453,7506306300354,natural,comun,SI,SI,CURCUMA,CURCUMA,,,SI,SI,NO,NO,NO
R0454,7501030473879,sintetico,solo_B,,SI,,AMARILLO 5; ROJO 40,,,,SI,,NO,NO
R0455,7501030462859,sintetico,solo_B,,NO,,,,,,SI,,NO,NO
R0456,7501253646951,natural,solo_A,SI,,extracto de paprika,,,,SI,,NO,,NO
R0457,7790580283155,natural,solo_B,,SI,,CURCUMINA; INS100; ROJO ALLURA; INS129; AZUL BRILLANTE; INS133,,,,SI,,NO,NO
R0458,36731328007,sintetico,solo_B,,SI,,rojo allura ac,,,,SI,,NO,NO
R0459,738545020015,sintetico,comun,SI,SI,rojo 40,rojo 40,,,SI,SI,NO,NO,NO
R0460,7501018319441,sin_deteccion,solo_A,NO,,,,vitamina B2 (riboflavina),,SI,,NO,,NO
R0461,7502263310085,sin_deteccion,comun,SI,NO,colorantes artificiales,,,,SI,SI,SI,SI,SI
R0462,7501040023712,natural,comun,SI,SI,carmin,carmin,,,SI,SI,NO,NO,NO
R0463,7506495008116,sin_deteccion,solo_A,NO,,,,,,SI,,NO,,NO
R0464,758104007882,sintetico,solo_B,,SI,,rojo 40; azul 1,,,,SI,,NO,NO
R0465,7506306415287,natural,solo_A,SI,,CAROTENO,,,,SI,,NO,,NO
R0466,7501000673209,natural,solo_A,SI,,DIOXIDO DE TITANIO,,,,SI,,NO,,NO
R0467,7501030427193,sintetico,solo_A,SI,,AMARILLO 5; ROJO 40,,,,SI,,NO,,NO
R0468,7501100696825,ambiguo_descartado,solo_A,SI,,extracto de páprika,,,,SI,,NO,,NO
R0469,7501018315399,ambiguo_descartado,solo_B,,DUDOSO,,,,vitamina B2; riboflavina; extracto de paprika; cúrcuma; extracto de annato,,SI,,NO,NO
R0470,7802225688758,natural,solo_B,,SI,,DIÓXIDO DE TITANIO; ROJO ALLURA AC; TARTRAZINA; AZUL BRILLANTE FCF; AMARILLO OCASO; INDIGOTINA,,RIBOFLAVINA,,SI,,NO,NO
R0471,7501130900411,natural,solo_A,SI,,FD&C amarillo 5; tartrazina; carmin,,,,SI,,NO,,NO
R0472,19836100761,natural,solo_A,SI,,Carmin,,,,SI,,NO,,NO
R0473,20899080228,natural,solo_B,,SI,,TARTRAZINA; BETA CAROTENO,,CARBONATO DE CALCIO,,SI,,NO,NO
R0474,7503008708655,natural,solo_A,SI,,extracto de paprika; FD&C laca amarillo 6,,,,SI,,NO,,NO
R0475,7802800727407,natural,solo_A,SI,,dioxido de titanio; amarillo 5,,,,SI,,NO,,NO
R0476,7501013163131,sintetico,solo_A,SI,,Amarillo 5; TARTTRAZINA; Amarillo 6,,,,SI,,NO,,NO
R0477,758104006311,natural,comun,SI,SI,rojo 40; Azul 1,rojo 40; Azul 1,,,SI,SI,NO,NO,NO
R0478,7506306307223,natural,solo_B,,SI,,cúrcuma; achiote,,,,SI,,NO,NO
R0479,7501040008894,natural,comun,SI,SI,carmin,carmin,,,SI,SI,NO,NO,NO
R0480,78742091976,ambiguo_descartado,solo_B,,DUDOSO,,,,CURCUMA; EXTRACTO DE PAPRIKA,,SI,,NO,NO
