code,descartados,texto
7501032395100,E160a,"Fresa Ingredientes Leche descremada pasteurizada y/o reconstituida pasteurizada de vaca, 12,5%  Preparado de fura fructopsa, azicar,fresa almido modificado, fostato tiaco, ácido, saborizantes, vitaminas (D yC, goma guar, carmin, sorbato de potasio, beta careteno), crema, azucar, inulina, sólidos de leche sólidos de jarabe de maíz, almidón modficado ,cloruro de calcio fermentos y cuajo.
Uva. ingrediéntes: Leche descremada pasteurizada y/o reconstituida pasteurizada de vaca 12.5% Preparado de fruta fiructosa, azucar almidón modificada, fosfato tricálcico, enocinina, ácido citrico, jugo concetrado de uva, saborizantes, vitaminas D y C goma guar sorbato de pótasio,camint,crema azucar, inulina  Solidos de leche, solidos de jarabe de maiz , fementos y cuajo 
Durazno, Ingredientes Leche descremada pasteurizada y/o reconsituida pasteurizada de vaca, 12.5% azúcar almidon módificádo, fosfato, tricálcico, durano,acido citrico,saborizantes,vitaminas D yC goma guar beta caroteno sorbato de potasio,carmin. crema azur cacinuina, solidos maiz almidon modificado, cloruro de calcio, fermentos y Cuajo."
7501032397234,E163,"Leche descremada pasteurizada y/o reconstituida pasteurizada de vaca 12.5% preparado de fruta( fructosa, azucar, almidon modificado, fosfato tricalcico, enocianina acido citrico, jugo concentrado de uva, saborizantes vitaninas D y C, goma quar, sorbato de potasio,camin) crema, azucar inulina, solidos |de leche solidos de jarabe de maiz, almidón modificado cloruro de calcio, fermentos y cuajo."
7501040017407,"E100,E160c","Tortilla (harina de maíz, CMC, cal, agua, sal yodada almidón modificado, oleorresia de cúrcuma y páprika), relleno de res 29% (carme de Res 38%, agua, caldo de res, cebolla, proteína texturizada de soya, aceite de maíz, almidón modificado, saborizantes naturates y artificiales, ajo, especias, ácido cítrico, color caramelo 2, sal yodada), agua, aceite de soya."
7501040034756,E100,"FLAUTA DE RES ADOBADA Ingredientes: Tortilla (harina de maiz, CMC, cal, agua, sal yodada, almidón modificado, oleorresina de curcuma y paprika). Relleno de res adobado 29% (carne de res 38%, agua caldo de res, cebolla, proteina texturizada de <span class=""allergen"">SOYA</span> </span>y <span class=""allergen"">TRIGO</span> (<span class=""allergen"">GLUTEN</span>), sazonador de res adobado (sal yodada, chile, sólidos de jarabe de maiz, cebolla, azúcar, acido citrico, saborizantes idénticos al natural y naturales, extracto de páprika, aceite vegetal, especia, colorante artificial (rojo allura ac)y no más del 2% de antiaglomerante), aceite de maiz, almidón modificado, saborizantes naturales y artificiales, ajo, especias, ácido citrico, color caramelo 2, sal yodada), Agua, Aceite de soya."
7501040017414,E160c,"Tortilla (harina de maíz, CMC, cal, agua, sal yodada, almidón modificado, oleoresina de crcuma y páprika), relleno de pollo 26% (carne de pollo 48%, agua, proteina de soya texturizada, cebolla, grasa de pollo, saborizantes,almidón modificado, ajo, consomé de pollo, ácido cítrico, especias sal yodada, aceite de maíz, consomé de pollo y tomate, goma guar), agua, aceite de soya."
7501101545719,E160c,"Trozos de pechuga de pollo sin hueso y sin piel, maltodextrina, almidón modificado de maíz, sal yodada, proteína de soya, fosfatos de sodio, glutamato monosódico, citrato de sodio, azúcar, <span class=""allergen"">harina de trigo</span>, sólidos de la leche, aceite de soya, sólidos de jarabe de maíz, carboximetilcelulosa, agua, mezcla de chiles, especias, <span class=""allergen"">lecitina de soya</span>, acetato de potasio, lactato de potasio, ácido cítrico, mezcla de oleorresinas (oleorresina de paprika), proteína vegetal hidrolizada de maíz, goma xantana, benzoato de sodio, sorbato de potasio. TBHQ como antioxidante, haraina de arroz y/o papa y/o maíz."
7501100663353,"E100,E160c","Pechuga de pollo sin hueso con carne de costilla, harina de trigo blanqueada, agua, contiene 2 % o menos de: almidón, dextrosa, extractos de paprika y cúrcuma, ajo en polvo, leudante (pirofosfato ácido de sodio, fosfato de aluminio y sodio bicarbonato de sodio, fosfato monocálcico), almidón modificado, saborizante natural, harina de arroz, sal, fosfatos de sodio (tritostato pentasódico), especias, <span class=""allergen"">harina de trigo</span>, harina de maiz amarillo. Prefritos en aceite vegetal."
7501100697808,"E160b,E160c","Pechuga de pollo sin hueso con carne de costilla, agua, harina de trigo enriquecida (niacina, sulfato ferroso, tiamina, riboflavina acido folico), harina de maiz amarillo, contiene 2% o menos de: dextrosa, huevo entero deshidratado, extracto de paprika y achiote, ajo en polvo, leudante (fosfato de aluminio y sodio, bicarbonato de sodio), almidon de maiz modificado, saborizqnte eche en polvo descremada, cebolla en polvo, sal, alginato de sodio, fosfatos de sodio tinfostato pentasodico), harina de soya, toetrado de profeina de soya, aceite de soya, especias, azúcar, sólidos de la leche, levadura. Prefritos en aceite vegetal."
7501040034541,"E100,E160c","Tortilla (harina de maiz, CMC, cal, agua, sal yodada, almidón modificado, oleorresina de cúrcuma y paprika), Carne de cerdo 41 %, agua, proteina vegetal desoya y trigo, vinagre, saborizante (maltodextrina, sal yodada chile, azúcar, especias, almidón modificado, paprika, goma Xantana), jugo de naranja, sal yodada. Agua. Aceite de soya."
7501101546334,"E160b,E160c","Pechuga de pollo. Marinador (agua, sal yodada, fosfato de sodio, carragenina, especias, glutamato monosódico y saborizante artificial). Empanizador (harina de trigo blanqueada, dextrosa, sal yodada, aceite de soya y/o algodón parcialmente hidrogenado, azúcar, harina de maíz, levadura, oleorresina de páprika y extracto de annato) Contiene:Trigo, Soya. Este producto se elabora con equipo que procesa soya, huevo, leche y sus derivados y cereales que contienen gluten."
7502004716619,E160b,"piel de pollo, empanizador (agua, harina blanqueada de trigo (enriquecida con niacina, tiamina, riboflavina, ácido folico, hierro reducido), sal yodada, maltodextrina, especias, aceite vegetal de sodio, bicarbonato de sodio, fosfato monocálcico, fosfato de aluminio y 5, dióxido amarillo, dextrosa, levadura, cebolla en polvo, ajo en polvo, extracto de Prika achiote nidte antiaglomerante) almidón modificado de maíz, <span class=""allergen"">gluten de trigo</span>), marinador sal yodada glutamato monosódico, azúcar, pimienta blanca en polvo, saborizantes natural, dioxido de sodio maiz nixtamalizado, saborizante artificial, no más de 2% de antiaglomerante, fostato polifosfato de sodio, carboximetilcelulosa, inosinato de sodio, trifosfato de calcio. Prefritos en aceite vegetal comestible."
7501100696825,E160c,"Alas de pollo, agua, azúcar, harina blanqueada de trigo, aceite vegetal, contiene 2% o menos de: saborizante artificial, dextrosa vinagre destilado, extractos de ajo y cebolla, ajo, goma arábiga, miel en polvo (sólidos de miel, jarabe de maiz de alta tructosa, almidon de trigo, jarabe de maiz, harina de soya), jugo de limon-en polvo (sólidos de jarabe de maiz, jugo de limón, aceite esencial de limón), almidón modificado de maiz, melaza de caña, glutamato monasódico, saborizantes naturales, cebolla, extracto de páprika, sal, fasfato de sodio, aceite de soya, extracto de especias, especias, sucralosa (0.5 g/109 g) de producto), pasta de tomate, goma xantana."
7502004719788,E160b,"Primera y segunda sección de alas de pollo, salsa (agua, puré de chile cayenne, vinagre de manzana, aceite vegetal, sal yodada, almidón modificado modificado, ácido acético, proteína vegetal hidrolizado, goma xantana, monoesterato de sorbitán, ácido cítrico, ácido ascórbico, saborizantes naturales y artificiales (leche), benzoato de sodio y sorbato de potasio como conservadores, especias, inosinato disódico, guanilato disódico y EDTA), marinador (agua, sal yodada, maltodextrina, ajo, saborizante natural, no más de 2% de antiaglomerante, almidón modificado de maíz céreo y fosfato de sodio, harina de trigo enriquecida (enriquecida con niacina, hierro reducido, mononitrato de tiamina, riboflavina, ácido fólico, sal yodada, leudantes (pirofosfato ácido de sodio, bicarbonato de sodio, fosfato monocálcico), dextrosa, dióxido de silicio (añadido como agente antiaglomerante), oleorresina de pimentón y achiote, menos de 2% de aceite de soya añadida como agente antiapelmazante."
7502004719801,E160b,"Pechuga de pollo, empanizador (agua, harina de trigo enriquecida [enriquecida con niacina, hierro reducido, mononitrato de tiamina, riboflavina, ácido fólico), sal yodada, leudantes (pirofosfato ácido de sodio, bicarbonato de sodio, fosfato monocálcico), dextrosa, dióxido de silicio (añadido como agente antiaglomerante), oleorresina de pimentón y achiote, menos de 2% de aceite de soya añadido como agente antiaplemazante], salsa (agua, puré de chile cayenne, vinagre de manzana, aceite vegetal, sal yodada, almidón modificado, ácido acético, proteína vegetal hidrolizada, goma xantana, monoestearato de sorbitan, ácido cítrico, ácido ascórbico, saborizantes naturales y artificiales (<span class=""allergen"">leche</span>), benzoato de sodio, sorbato de potasio como conservadores, especias, inosinato disódico, guanilato disódico y EDTA], marinador (agua, sal yodada, maltodextrina, ajo, saborizante, natural, no más de 2% de antiaglomerante, almidón modificado de maíz, fosfato de sodio)"
7501518494501,E160c,"Alitas de pollo marinadas (agua, azúcar, harina de trigo, tomate, chile, saborizantes naturales y artificiales, extracto de levadura, sal yodada, ácido citrico, glutamato monosódico, inosinato de sodio, guanilato de sodio, caramelo clase IV, especias, colorate artificial (FD&C laca rojo 40), oleorresina de paprika, antiaglomerante, gluten, aceité vegétal, albúmina de huevo)"
0785397010060,E160a,"Queso (Queso Crema) [30% ] Leche Pasteurizada de Vaca, Crema de Leche Pasteurizada, Cultivo Láctico, Sal, Estabilizantes [Goma de Algarrobo y/o Goma Xantana y/o Goma Guar]), Azúcar, Crema Acida (Leche Pasteurizada de Vaca, Crema de Leche, Sólidos de la Leche (No Grasos), Enzimas), Cubierta de Fresa [10%] (Fresas, Azúcar, Agua, Almidón Modificado (de Maiz), Saborizante Natural, Ácido Citrico, Sorbato de Potasio, Benzoato de Sodio (Conservadores). Sal, Agar, Rojo 40, Amarillo 5), Huevos Enteros, Crema Batida (de Leche) [10%] (Leche Descremada de Vaca, Carragenina, Mono y Diglicéridos, Polisorbato 80), Migas de Galletas Graham [7%] (Harina de Trigo, Harina de Trigo Integral, Azúcar de Caña, Aceite Vegetal (de Palma), Miel, Bicarbonato de Sodio, Sal), Migas de Galletas Sabor Vainila 7%] (Harina de Trigo, Azúcar de Caña, Aceite Vegetal (de Palma), Sólidos de la Leche (Suero de Leche de Vaca), Sal, Bicarbonato de Sodio, Saborizante Natural (a Vainilla), Margarina (Aceite Vegetal (de Palma), Agua, Sal, Emulsificantes [Lecitina de Soya, Monoglicéridos Acetilados], Saborizante Natural (a Mantequilla), Acido Citrico (Como Antioxidante), Vitamina A, Beta Caroteno), Azúcar Refinada, Saborizante Artificial (a Vainilla), Canela (Cinnamomum Zeylanicum) CONTIENE: HUEVO, LECHE DE VACA, SOYA Y TRIGO (GLUTEN). ADVERTENCIA DE ALÉRGENOS: ESTE PRODUCTO ES PROCESADO EN INSTALACIONES EN LAS QUE TAMBIEN SE ELABORAN PRODUCTOS CON CACAHUATES Y NUECES DE ÁRBOL. I ШИ ПШ"
0785397008463,E160a,"Queso (Queso Crema) [25%] (Leche Pasteurizada de Vaca, Crema de Leche Pasteurizada, Cultivo Láctico, Sal, Estabilizantes [Goma de Algarrobo y/o Goma Xantana ylo Goma Guarl), Mousse de Chocolate [16,7% (Queso (Queso Trema), Crema de Leche, Chocolate Semiamargo, Azúcar, Huevo, Mantequilla de Leche, Pasta de Cacao, Extracto de Vainila, Sal, Cremor Tártare), Crema de Leche (Leche Descremada de Vaca, Carragenina, Mono y Digliceridos, Polisorbato 80), Azúcar, Migas de Galleta de Chocolate (Harina de Trigo, Azúcar de Caña, Aceite Vegetal de Palma, Cocoa (Procesada con Álcaf), Caramele Puro, Bicarbonato de Sodio, Solidos de la leche (Suero de Leche de Vaca), Sal), Huevos Enteros, Trocitos de Chocolate Snickers 4%] (Chocolate con Leche [Azicar, Manteca de Cacao, Pasta de Cacao, Leche Descremada de Vaca, Sólidos de la Leche (Lactosa), Grasa de Leche, Lecitna de Soya,Saborizante Artificial,Cacahuates, Jarabe de Maiz, Azúcar, Aceite Vegetal de Palma, Leche Descremada de Vaca, Sólidos de la leche (lactosa), Sal, Claras de Huevo, Saborizante Artificial), Crema Acida (Leche Pasteurizada de Vaca, Crema de Leche, Sólidos de la Leche (No Grasos), Enzimas), Margarina (Aceite Vegetal de Palma, Aceite Vegetal (Fracciones de Aceite Vegetal de Palma), Agua, Sa Emulsificantes Lectina de Soya, Monoglicéridos Acetilada, Saborizante Natural (a Mantequila), Acido Citrico (Antionidante), Vitamina A, Beta Caroteno), Cubierta de fresa 3%] (Fresas, Azúcar, Agua, Almidón Modificado (de Mai, aborizante Natural, Acido Citrico, Sorbato de Potasio [Conservador], Benzoato de Sodio (Conservador, Sal, Agar, Rojo 40, Amarillo 5), Chispas de Chocolate Semiamargo (Azúcar, Pasta de Cacao, Manteca de Cacao, Lecitina de Soya jEmuisifcante, Saborizante Artificial (A Vainilla), Azucar Refinada, Migas de Galletas Graham (Harina de Trigo, Harina de Trigo Integral, Azúcar de Caña, Aceite Vegetal de Palma, Miel, Bicarbonato de Sodio, Sal), Migas de Galletas Sabor Vainila (Harina de Trigo, Azúcar de Caña, Aceite Vegetal de Palma, Solidos de la Leche (Suero de Leche de Vaca), Sal, Bicarbonato de Sodio, Saborizante Natural a Vainilla), Preparado de Frambuesa [3%] (Azúcar, Puré de Frambuesa, Jarabe de Glucosa, Puré Concentrado de Frambuesa, Concentrado de Zanahoria, Concentrado de Grosella Negra, Pectina [Agente Gelificante)l, Acido Citrico (Acidificante), Sorbato de Potasio [Conservador, Carmin [Colorante], Saborizante Natural), Cubierta Sabor Chocolate Blanco [I%] (Azúcar, Aceite Vegetal de Semilla de Palma, Aceite Vegetal de Palma, Sólidos de la Leche (Suero de Leche de Vaca), Leche Descremada de Vaca, Dióxido de Titanio (Colorante), Lecitina de Girasol (Helianthus Annuus), Saborizante Natural, Vainilla, Pasta de Cacao, Dulce de Caramelo (Azúcar Invertida, Crema Endulzada [Crema de Leche, Carragenina, Mono y Diglicéridos, Polisorbato 80], Azúcar), Claras de Huevo, Yemas de Huevo, Mantequilla de Leche, Chocolate Semiamargo [1%] (Azúcar, Pasta de Cacao, Manteca de Cacao, Grasa de Leche, Lecitina de Soya [Emulsificante], Saborizante Artificial (a Vainilla), Saborizantes Naturales), Saborizante Artificial (a Vainilla), Cobertura Blanca (Azúcar, Aceite Vegetal (Aceite Vegetal de Palma Fraccionado), Sólidos de la Leche (Suero de Leche de Vaca en Polvo), Leche de Vaca Descremada en Polvo, Lecitina de Soya (Emulsificante), Dióxido de Titanio (Colorante), Saborizantes Artificiales), Chocolate con Leche (Azúcar, Manteca de Cacao, Pasta de Cacao Belga, Leche Entera de Vaca en Polvo, Leche Descremada de Vaca en Polvo, Grasa de Leche, Lecitina de Soya (Emulsificante), Extracto de Vainilla), Jarabe Ligero de Maiz (Jarabe de Maiz, Jarabe de Maiz de Alta Fructosa, Vainilla), Canela (Cinnamomum Zeylanicum), Sal, Cremor Tártaro."
7503021936004,E160a,"Leche condensada (leche parcialmente descremada de vaca y azúcar refinada pasteurizados), galleta de vainilla (<span class=""allergen"">harina de trigo</span>, azúcar refinada, grasa vegetal jarabe de maíz de alta fructuosa, sal yodada, bicarbonato de sodio, <span class=""allergen"">lecitina de soya</span>, bicarbonato de amonio, saborizante artificial, vitaminas (vitamina C, vitamina E, hierro, vitamina A, vitamina B3, zinc yodo, vitamina B2, vitamina B1, vitamina B12, acido fólico) y colorante artificial No. 5), azúcar refinada, crema para batir (agua, grasa animal, grasa vegetal descremada rehidratada, mono y diglicéridos o monoestearato de sorbitol cloruro de sodio, alginato de sodio o goma xantana, goma guar o algarrobo, sabor artificial y azúcar refinada), agua, clara de huevo pasteurizada, crema dulce (crema de leche de vaca, estabilizador (goma guar, goma algarrobo, carboximetil-celulosa de sodio y goma xantana), yema de huevo pasteurizada, margarina (aceites comestibles de cártamo parcialmente hidrogenado y sin hidrogenar, agua, sal yodada, <span class=""allergen"">lecitina de soya</span>, mono y diglicéridos de ácidos grasos, benzoato de sodio, saborizante artificial, ácido citrico y betacaroteno), glucosa, jugo de limón, fibra de avena, almidón modificado de maíz, conservador (ácido propiónico, benzoato de sodio, ácido citrico, sorbato de potasio, ácido Sórbico y extracto de toronja), goma xantana, carragenina, cremor tártaro y alginato de sodio."
7501040034749,"E100,E160c","Tortilla de (harina de maíz, CMC, cal, agua, sal yodada, almidón modificado, oleorresina de cúrcuma y paprika).
Relleno de Tinga de Pollo 34%: tomate, carne de pollo 19%, chorizo (cárnicos (carne de pavo, grasa de cerdo), agua, proteínas de soya texturizada, condimentos, vinagre, sal yodada, sorbato de potasio, eritorbato de sodio, nitrito de sodio), caldo de pollo, cebolla, proteína de trigo (<span class=""allergen"">gluten</span>) y <span class=""allergen"">soya</span>, chile chipotle, aceite de soya, almidón modificado de maíz, sal yodada, especias."
7503021936028,E160a,"Pay de queso: queso crema (leche pasteurizada de vaca, crema de leche pasteurizada de vaca, sal yodada, goma de algarrobo, cloruro de calcio, cuajo y cultivos lácteos), galleta (<span class=""allergen"">harina de trigo</span>, azúcar, grasa vegetal comestible (TBHQ, palmitato de ascorbilo y tocoferoles), sal yodada, bicarbonato de sodio, bicarbonato de amonio, <span class=""allergen"">lecitina de soya</span>, saborizante artificial vainilla, estearoil lactilato de sodio, metabisulfito de sodio, ácido cítrico, mezcla vitamínica (Vitamina A, Vitamina D3, Vitamina B3, Vitamina B5, Vitamina B1, Vitamina B2, Vitamina B6, Vitamina B9 y Vitamina B12), hierro, zinc, amarillo No. 5 y amarillo No.6), azúcar refinada, crema natural (crema de leche pasteurizada de vaca, aceite de soya parcialmente hidrogenado, leche descremada rehidratada, estabilizador (goma guar, goma de algarrobo, carboximetil celulosa de sodio, fosfato de sodio, fosfato dibásico de sodio y goma xantana), huevo entero, margarina (aceites vegetales comestibles parcialmente hidrogenados y sin hidrogenar, agua, sal yodada, <span class=""allergen"">lecitina de Soya</span>, mono y diglicéridos de ácidos grasos, benzoato de sodio, sorbato de potasio, ácido cítrico, betacaroteno, BHA, BHT y saborizante artificial), harina de trigo enriquecida, goma xantana, agua y conservador (extracto estandarizado de semillas de cítricos, glicerina y agua). 
Salsa de zarzamora: zarzamoras (45 %), jarabe de alta fructosa, jarabe de glucosa, azúcar refinada, almidón modificado, ácido citrico, benzoato de sodio y sorbato de potasio (como conservador), colorante rojo 40 y colorante azul 1."
75036409,E160a,"Leche parcialmente descremada pasteurizada, sólidos de la leche, azúcares añadidos (azúcar), acerte vegetal no hidrogenado, grenetina, maltodextrina, saborizantes y beta caroteno. Contiene<span class=""allergen"">: Leche</span> y <span class=""allergen"">soya</span>. Puede contener<span class=""allergen"">: Gluten</span>, <span class=""allergen"">trigo</span> y <span class=""allergen"">sulfitos</span>. Grasa de leche 1,1%,"
7501032398019,E160a,"Leche descremada pasteurizada y/o reconstituido pasteurizada de vaca, 16% de preparado de fruto (mango, azucares, maracuyá, almidon modlficado soborizante, acido citrico, sorbato de potosio y beta caroteno), (crema, azucar, salidos de leche almdton modifiad lacticos Leyendo"
7501032399627,E160a,"Leche descremada pasteurizada de vaca, azúcar, sólidos de leche, 4,8% de caramelo, crema, aceite vegetal no hidrogenado, carragenina, pirofosfato de sodio, beta caroteno y amarillo 5 (tartrazina)."
7502004716633,E160b,"Filete de pollo, empanizador (agua, harina de trigo enriquecida (niacina, hierro reducido, mononitrato de tiamina, riboflavina, ácido fólico), sal yodada, leudantes (pirofosfato ácido de sodio, bicarbonato de sodio, fosfato monocálcico, fosfato de aluminio y sodio), dextrosa, dióxido de silicio (añadido como agente antiaglomerante), oleorresina de pimentón y achiote, menos de 2% de aceite de vegetal añadido como agente antiapelmazante, almidón modificado de maíz, <span class=""allergen"">gluten de trigo</span>, ajo en polvo y especias), marinador (agua, sal yodada, fosfato de sodio, maltodextrinas, almidón de glutamato monosódico, azúcar, pimienta blanca en polvo, saborizantes naturales, dióxido de silicio, pirofosfato de sodio, polifosfato de sodio, carboximetilcelulosa, inosinato de sodio y guanilato de sodio, cebolla y no más de 2% de antiaglomerante)."
7501100647964,"E160b,E160c","Pechuga de pollo con carne de costilla, sin hueso y sin piel, harina de trigo blanqueada, agua, contienes 2% o menos de dextrosa, extracto de paprika y achiote, ajo en polvo, almidón modificado de maíz, saborizante natural, sal fosfato de sodio (trifosfato pentasódico), aceite vegetal, especias, azúcar, levadura, harina de maíz amarillo, Prefritos en aceite vegetal"
7502004719764,E100,"Muslo de pollo, marinador (agua, mezcla seca de sal, maltodextrina, almidón de maíz, <span class=""allergen"">harina de trigo</span> (contiene <span class=""allergen"">gluten</span>), grasa de pollo, proteína de maíz hidrolizada, azúcar, harina de soya, glutamato monosódico, dióxido de silicio, especias, cúrcuma en polvo, saborizantes artificiales y naturales, sal yodada, fosfato de sodio, cebolla, harina de maíz nixtamalizada, chiles, ácido cítrico, glucosa, ajo, proteína vegetal hidrolizada (de <span class=""allergen"">soya</span>), levadura de cerveza, extracto de paprika, colorantes (amarillo FD&C 6 y sus lacas, tartrazina, azorrubina, rojo FD%C 40), aceite vegetal, BHT, y no más del 2% de antiaglomerante)."
0023700047601,"E100,E160b","Pechuga de pollo con carne de costilla, sin hueso, harina de trigo blanqueada, agua, <span class=""allergen"">harina de trigo</span>, tiras de papa (papa, aceite vegetal (semilla de algodón), sal), contiene 2% o menos de: extracto de achiote, extracto de levadura autolizada, <span class=""allergen"">mantequilla</span> (crema, sal), concentrado de mantequilla (<span class=""allergen"">suero de leche</span>, maltodextrina, sal, <span class=""allergen"">mantequilla</span> (crema, sal), extracto de achiote, cúrcuma, dextrosa, inosinato de sodio, guanilato de sodio, levadura deshidratada, leudantes (cremor tártaro, bicarbonato de sodio), almidón modificado, saborizante natural, concentrado sabor papa (saborizantes naturales y artificiales (papa), extracto de levadura autolizada, aceite vegetal (girasol), maltodexrina, sal, saborizante natural, aceite de oliva), harina de papa, sal, fosfato de sodio (trifosfato pentasódico), aceite vegetal (<span class=""allergen"">soya</span>), azúcar, aceite vegetal (girasol), almidón (tapioca), cúrcuma, almidón (<span class=""allergen"">trigo</span>), <span class=""allergen"">suero de leche</span>, extracto de levadura.   Prefritos en aceite vegetal."
7501047932024,E160c,"Papa, aceite vegetal (puede contener uno o más de los siguientes: canola, girasol, palma, <span class=""allergen"">soya</span>, algodón) harina enriquecida de trigo (<span class=""allergen"">harina de trigo</span>, niacina, hierro, vitamina B1 (Tiamina), vitamina B2 (Riboflavina), ácido fólico), sal, almidón de maíz modificado, especias, harina de maíz, ajo en polvo, cebolla en polvo, polvo para hornear (pirofosfato disódico, bicarbonato de sodio) hidrolizado de levadura, oleorresina de paprika, dextrosa."
7501011110335,E160b,"MAIZ NIXTAMALIZAD0, ACEITE VEGETAL CONTIENE TBHQ, CONDIMENTO SAL YODADA, MALTODEXTRINA, ACIDO CITRICO, DIOXIDO DE SILICIO, GOMA ARABIGA, SABORIZANTE, JUGO DE LIMON y ACHIOTE,"
0889729000184,E160b,"SALCHICHA: (Carne de pollo (80%), agua, queso (8%) (cultivos lácticos, agua, crema leche desnatada, fosfato de sodio, sal achiote, enzimas, almidón (papa))), sal, especias, jarabe de maíz, dextrosa, fosfato de sodio, ajo granulado, eritorbato de sodio, nitrito de sodio).
PAN: (Mezcla de harinas (harina de trigo, harina de cebada malteada, niacina, hierro, mononitrato de tiamina, riboflavina, ácido fólico), agua, azúcar, huevo, margarina (aceite vegetal parcialmente hidrogenado, agua, sal contiene 2% o menos de lecitina de soya, mono y diglicéridos, benzoato de sodio (conservador), ácido cítrico, saborizante natural y artificial, beta caroteno (color), palmitato de vitamina A, sólidos de la leche), hidrolizado de levadura, sal, sólidos de la leche, acondicionador de masa (harina de trigo, saborizante natural, enzimas) acondicionador de masa (harina de trigo, sal aceite de soya y 2% o menos de clorhidrato de L-cisteína, ácido ascórbico (vitamina C) Enzimas), estearoil lactilato de sodio, propionato de calcio (conservador), mezcla de colorantes y aditivos (agua, amarillo 5, ácido cítrico, rojo 40, benzoato de sodio (conservador) amarillo 6))."
0757528029586,E171,"azúcar, grasa y aceite vegetal hidrogenado, sustituto de leche (sólidos de la leche, glucosa, leche descremada, leche entera, grasa butírica, saborizante artificial y lecitina de soya), cocoa, goma arábiga, dextrina, dióxido de titanio, glucosa, azúl 1, amarillo 5, lecitina de soya, saborizante artificial, poliglicerol de polirricinoleato, almidón oxidado y sal yodada. Puede contener: cacahuate. Contiene: Leche, soya y amarillo 5."
0757528024857,E171,"Conertura sabor a chocolate (azúcar, grasa vegetal hidrogenada, cocoa, sólidos de la leche, jarabe de maíz, leche descremada en polvo, almidón, triestearato de sorbitán, <span class=""allergen"">lecitina de soya</span>, sal yodada y saborizantes artificiales), azúcar, <span class=""allergen"">almendra</span>, almidón modificado, jarabe de maíz, dióxido de titanio, laca (amarillo 5, amarillo 6, azul 1 y rojo 40). Puede contener<span class=""allergen"">: gluten</span>."
0757528029661,E171,"Jarabe de maíz, azúcar, grenetina, agua, ácido fumárico, ácido cítrico, saborizantes artificiales, dióxido de titanio, amarillo 5, azul 1, rojo 40. Amarillo 5."
7503016956215,E160a,"Filete de abadejo (Pollachius Pollachius), TBHQ.   Empanizado: Harina de Trigo (niacina, hierro reducido,,ácido fólico, aceite vegetal hidrogenado, riboflavina, mono nitrato de tiamina, dextrosa, sal oleorresina de pimienton, aceite de palma (con <span class=""allergen"">lecitina de soja</span>, saborizantes naturales y artificiales, caroteno y beta) levadura, acondicionadores de masa (ácido ascórbico, clorhidrato de L-cisteína), extractos naturales (pimienton y romero).   Adherente: almidón modificado de maíz, harina de trigo enriquecida (hierro, tiamina y riboflavina, peróxido de benzoilo, ácido ascórbico, azodicarbonamida, ácido fólico, zinc, niacina y enzimas), harina de maíz (maíz blanco seleccionado, mononitrato de tiamina, riboflavina, niacina, ácido fólico, hierro reducido, óxido de zinc), sal yodada, dextrosa."
7501030429562,E171,"Harina de trigo (gluten), leche reconstituida, azúcar, huevo, sorbitol (6g/100g), jarabe de maíz, jarabe de maíz de alta fructosa, grasa vegetal, maltodextrina, glicerina, almidón modificado, sólidos de la leche, sal yodada, mono y diglicéridos, ésteres de poliglicerol de ácidos grasos, saborizante artificial y natural, propionato sódico, monoestearato de sorbitán, monoestearato de sorbitán polioxietilenado, sorbato potásico, ácido sórbico, goma xantana, enzimas, almidón, estearolil lactilato de sodio, cmc sódica, dióxido de titanio, lecitina de soya, rojo 40, azul 1"
75019426,E171,"Chocolate con leche 75% (azúcar, pasta de cacao, leche, manteca de cacao, sólidos de la leche, grasa butírica, lecitina de soya, sal, saborizantes artificiales y naturales, colorants artificiales y sus lacas (azul 1, rojo 40, amarillo 6, amarillo 5, dióxido de titanio), cera de carnauba). Contiene leche y soya, Puede contener cacahuates."
7501011151567,E160c,"CACAHUATE, ACEITE VEGETAL, CONDIMENTO [Sal Yeiada Aoido Ctrio, Chiles,Maltodextrina, Saborizantes, Rojo Allura AC, Acido Fumarico Oleorresina de Paprika, Oleorresina de Capsicum, Cloruro de Potasio, Extracto de Levadura, Sulfato de Potasio, Almidón Modificado, Azucar, Amarillo Ocaso FCF, Aceite de Soya Parcialmente Hidrogenado, Diacetato de Sodio, Acido Láctico, Azul Brillante FCF, Manitol (0,02 g en 100 g de Producto), Guanilato de Sodio, Inosinato de Sodio, Dextrosa]."
7501011125599,E160c,"CACAHUATE, Pepita de Calabaza, Aceite Vegetal (Contiene TBHQ), Condimento (Sal Yodada, Chiles, Maltodextrina. Acido Citrico, Rojo Allura AC, Oleorresina de Paprika, Dióxido de Silicio, Oleorresina de Capsicum, Dextrosa, Saborizantes, Azul Brillante FCF, Amarillo Ocaso FCF, Acido Láctico, Fosfato Tricálcico, Guanilato de Sodio. Inosinato de Sodio)."
